Date,Open,High,Low,Close,Volume,Return,MA7,MA21,MA50,MA200,Volatility30,Momentum7,Cluster_3,Cluster_Label
2015-04-16,223.91700744628903,229.6719970703125,223.91700744628903,228.572998046875,24805400,0.0211765273701847,229.27557155064173,243.1182389032273,259.12040069580075,300.46694030761716,0.0307124277835784,-0.0615008613854526,0,Bear
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,-0.0248979289387814,227.3912854875837,241.96838160923548,258.8495208740234,299.70401527404783,0.0251753974732368,-0.0551934651898374,0,Bear
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,0.0021266814520228,225.50614275251115,240.5663815452939,258.24008087158205,298.8860752868652,0.0248526644018188,-0.0551000435690561,0,Bear
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.6000061035156,15021500,-0.0033847163031152,223.57000078473772,239.60862005324591,257.60682098388673,298.08100036621096,0.0248086402230941,-0.0567980183865746,0,Bear
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,0.0091015315409308,223.57557242257255,238.51814415341332,256.8953012084961,297.32877044677736,0.0249408213671659,0.0012802116027091,0,Bear
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,0.0473809344280893,225.8770010811942,238.09171549479169,256.08728088378905,296.70755546569825,0.0259291420905096,0.0728299932814827,1,Sideways
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,-0.0046457558470492,227.35457284109933,237.46809605189733,255.1367608642578,296.2341054534912,0.0259292162854682,0.0468572737022818,0,Bear
2015-04-23,234.0529937744141,236.4750061035156,233.19900512695312,236.4620056152344,17036000,0.0097619345801298,228.4815739222935,236.68033418201264,254.40416076660156,295.81386543273925,0.0217799993958892,0.035442680912227,0,Bear
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,-0.0219654748788361,229.67957414899553,235.58252461751303,253.50596069335936,295.3198104095459,0.0220992139742281,0.0383751349721722,0,Bear
2015-04-25,231.23500061035156,232.56100463867188,226.3370056152344,226.38999938964844,13957200,-0.0210924376401224,230.1130022321429,234.28219095865884,252.57930084228516,294.77082534790037,0.0222631355820627,0.0151560158800269,0,Bear
2015-04-26,226.41000366210935,226.94400024414065,214.87399291992188,219.42999267578125,28943700,-0.0307434371334046,229.66014317103796,232.32181004115515,251.44268096923827,294.10327529907227,0.0228341149231203,-0.0122027049502625,0,Bear
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,0.0449163885366388,230.3258558000837,231.07390485491072,250.54132080078125,293.42457527160644,0.0240230993026821,0.0236121520454454,0,Bear
2015-04-28,228.968994140625,229.4949951171875,223.06900024414065,225.85499572753903,21469200,-0.0149638435117936,228.98099844796317,229.77271452404204,249.2662808227539,292.74604019165037,0.0231158559667099,-0.0387326258944376,0,Bear
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,-0.0002080851484426,227.7855704171317,228.8577619280134,247.94724060058593,292.06358512878415,0.0227457163173869,-0.0342949551958309,0,Bear
2015-04-30,225.6929931640625,239.56300354003903,224.9929962158203,236.14500427246097,33818600,0.0457778540915454,227.7402845110212,228.49914332798548,246.74256072998048,291.35156509399417,0.0243088322494907,0.0017209643155846,0,Bear
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,-0.0172182745682525,227.85614013671875,228.3089999244327,245.497060546875,290.5598900604248,0.0243525208036083,0.0064681646261682,0,Bear
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,0.0122846013180288,229.07613917759485,228.23176138741633,244.48892028808595,289.73019004821776,0.0240458698179515,0.0398452035843196,0,Bear
2015-05-03,234.8800048828125,243.2400054931641,234.08299255371097,240.3580017089844,18494100,0.0231047937786903,232.06585475376673,228.4319995698475,243.65838012695312,288.95811500549314,0.0244542794878572,0.0936934344964146,0,Bear
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,-0.0055750019902106,233.45614188058036,229.1191900344122,242.71088012695313,288.24042503356935,0.0244647028211893,0.0432020439695651,0,Bear
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.1210021972656,23929100,-0.0121204390829483,234.92271423339844,229.9269045875186,241.6214404296875,287.5022400665283,0.0239101296664024,0.0460454483984105,0,Bear
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.7819976806641,29587200,-0.0268464238996649,235.4904283796038,230.21019054594495,240.50698028564457,286.6939401245117,0.0241193781181988,0.0194071096471881,0,Bear
2015-05-07,229.66200256347656,239.10499572753903,228.572998046875,237.33399963378903,29064400,0.0328659426297626,235.6602848597935,230.62738109770277,240.12768005371095,285.9328801727295,0.0249707957709567,0.0064951981854053,0,Bear
2015-05-08,237.20399475097656,246.2749938964844,236.2740020751953,243.86300659179688,27445500,0.0275097835458983,237.34371512276783,231.62647646949404,239.7863800048828,285.23797019958494,0.024846779148723,0.0512232562995562,0,Bear
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835935,241.83200073242188,19790500,-0.008328470512031,238.3297162737165,232.50628589448473,239.3880401611328,284.5147551727295,0.0248743167750149,0.0306101844694963,0,Bear
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,-0.0063514980595886,238.32085963657923,233.3489525204613,238.9934603881836,283.80044525146485,0.024202434399747,0.0011538926312173,0,Bear
2015-05-11,240.2989959716797,244.27000427246097,239.37600708007812,242.1580047607422,20892300,0.0077487743077091,238.7694309779576,234.1838095528739,238.47742065429688,283.21915031433105,0.0242343565409315,0.0144776689291371,0,Bear
2015-05-12,242.14500427246097,242.88099670410156,240.0989990234375,241.11199951171875,19282600,-0.0043195154752654,239.48243059430803,234.46204775855657,237.96486083984377,282.6329853057861,0.0242494220957402,0.02227859253682,0,Bear
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,-0.0196381790202915,240.42457362583704,234.56685747419084,237.78050079345704,282.0785153198242,0.022708033251191,0.0294868374161935,0,Bear
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,0.002335260857404,240.36671665736608,234.58909534272692,237.59514068603517,281.4896402740479,0.0221657743288792,-0.001043844356165,0,Bear
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753903,16329400,0.0028531537743747,239.47271510532923,234.89085678827195,237.37660064697263,280.9127201843262,0.0218892832381518,-0.0257004741276886,0,Bear
2015-05-16,237.6439971923828,237.6970062255859,235.2949981689453,236.1529998779297,11089700,-0.0061109651552712,238.6614292689732,235.3557615734282,237.1590805053711,280.3053951263428,0.0216399988760461,-0.0234829687709288,0,Bear
2015-05-17,236.0099945068359,238.0249938964844,236.0099945068359,236.802001953125,11134300,0.0027482271050158,238.16228594098772,236.18300011044457,236.8391604614258,279.81145011901856,0.0210664200416948,-0.0143832436063242,0,Bear
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,-0.0155150545239349,236.8722861153739,236.3659529913039,236.64746063232425,279.25056518554686,0.0213142748149444,-0.0376470724379683,0,Bear
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.9470062255859,14241900,-0.0050658853743783,235.56300136021204,236.65604872930612,236.33588073730468,278.71869514465334,0.0213301599991824,-0.0383934423370813,0,Bear
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400,0.0089287599749989,235.2260022844587,237.0470014299665,236.1317608642578,278.2600402069092,0.0213280850246169,-0.0098265033417908,0,Bear
2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900,0.005666182682946,234.99957275390625,237.00885809035523,235.89320068359376,277.80730018615725,0.0195227504876343,-0.0064955815162488,0,Bear
2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,27003000,0.0212625483807051,235.3914315359933,237.4026205880301,235.6400607299805,277.37127029418946,0.0198712479976619,0.0119138130900815,0,Bear
2015-05-23,240.28599548339844,241.0249938964844,238.6909942626953,238.8719940185547,14605000,-0.0061411500797354,235.7798592703683,237.590334937686,235.33106048583983,276.91317024230955,0.0198431142508371,0.0118836281656172,0,Bear
2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,11508000,0.0087118162163923,236.37285940987724,237.618668329148,235.07618041992188,276.4205052947998,0.0194302115409173,0.0178472172769937,0,Bear
2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,14423900,-0.015949177941797,236.9417157854353,237.5278109595889,234.60642059326173,275.85960525512695,0.0192453562665045,0.0174130938591317,0,Bear
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000,2.5290810535816277e-05,237.68014308384485,237.57519167945495,234.23890045166016,275.3331101989746,0.0182497333023497,0.0225042700440458,0,Bear
2015-05-27,237.06500244140625,238.6360015869141,236.69500732421875,237.2830047607422,18837000,0.0007043280427325,238.14657156808036,237.932382492792,233.92096069335935,274.7920851898193,0.0164203636533916,0.0142798381117794,0,Bear
2015-05-28,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,13829600,0.000526797105111,238.4414302280971,237.93590654645644,233.76868072509765,274.1628051757813,0.0161332384731749,0.0091404525339444,0,Bear
2015-05-29,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,14805000,-0.0013142426223767,237.9768567766462,237.6136678059895,233.63708068847657,273.51366508483886,0.0161392227405915,-0.0134363384691374,0,Bear
2015-05-30,237.0919952392578,237.0930023193359,232.04600524902344,233.34500122070312,14098600,-0.0158205618457023,237.18728637695312,237.20952497209817,233.58254058837892,272.8419150543213,0.014139453740602,-0.0231157502351043,0,Bear
2015-05-31,233.1349945068359,233.2519989013672,229.54200744628903,230.19000244140625,14730800,-0.0135207472317472,235.64971487862724,236.728286743164,233.45530059814453,271.87506004333494,0.0140023573627721,-0.0453483136832439,0,Bear
2015-06-01,230.2330017089844,231.71299743652344,221.29600524902344,222.92599487304688,26090500,-0.0315565727934182,233.62342834472656,235.81247674851187,233.19076049804687,270.8860150909424,0.0149148634245229,-0.0609557085348652,0,Bear
2015-06-02,222.8939971923828,226.41600036621097,222.41900634765625,225.8029937744141,20459000,0.0129056232450845,232.00728498186385,235.08347647530692,233.21508026123047,270.02594009399417,0.0144400739845667,-0.0480753761003164,0,Bear
2015-06-03,225.73599243164065,227.4040069580078,223.92999267578125,225.87399291992188,17752400,0.0003144296021988,230.37742614746097,234.58333333333337,233.3493801879883,269.2746450805664,0.0144295353801856,-0.0484652745408501,0,Bear
2015-06-04,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,14728100,-0.0068621790978754,228.50828334263392,233.98309544154577,233.35920043945313,268.45685516357423,0.0143312387348091,-0.0558542507438366,0,Bear
2015-06-05,224.1540069580078,225.9680023193359,223.1790008544922,224.95199584960935,18056500,0.0027994806989151,226.77342660086495,233.3805716378348,233.2867803955078,267.6445751953125,0.0135306639263793,-0.0517405274225447,0,Bear
2015-06-06,225.0050048828125,225.718994140625,224.3789978027344,225.61900329589844,11131500,0.0029651101505896,225.6697126116071,232.8789527529762,233.3415203857422,266.89668022155763,0.0119928917286445,-0.0329548554262527,0,Bear
2015-06-07,225.5959930419922,226.19400024414065,222.65199279785156,222.88099670410156,13318400,-0.0121355318115912,224.62556893484933,232.21604774111793,233.33202026367184,266.1083102416992,0.0107974915222174,-0.0315696400060967,0,Bear
2015-06-08,222.8789978027344,229.46400451660156,222.83900451660156,228.4889984130859,23378400,0.0251614170427889,225.4202837262835,231.9951426188151,233.44980010986328,265.4615552520752,0.0118962608944348,0.0251483498301104,0,Bear
2015-06-09,228.5379943847656,230.95399475097656,227.9290008544922,229.04800415039065,28353100,0.0024465323984401,225.88385663713728,231.85709490094865,233.53824005126953,264.8525553131104,0.0118891781627542,0.014689258983466,0,Bear
2015-06-10,228.9949951171875,229.7819976806641,228.0099945068359,228.8029937744141,15904800,-0.0010696900716746,226.30228533063615,231.60876101539247,233.40891998291016,264.2319702148437,0.0117602192510115,0.0133051393095925,0,Bear
2015-06-11,228.85499572753903,230.28700256347656,228.7669982910156,229.7050018310547,14416000,0.0039422913212836,227.0709991455078,231.3402375720796,233.3195001220703,263.54263023376467,0.0117964001615791,0.0241096097287516,0,Bear
2015-06-12,229.7050018310547,231.0570068359375,229.31300354003903,229.98199462890625,14017700,0.0012058631533644,227.78957039969308,230.84661792573473,233.18989990234377,262.80803520202636,0.0112973776530453,0.0225159921832009,0,Bear
2015-06-13,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,13305300,0.0105225549193543,228.7585688999721,230.5385226295108,233.2125796508789,262.09330520629885,0.0114745268841264,0.0300734369519657,0,Bear
2015-06-14,232.44200134277344,234.8580017089844,232.0039978027344,233.54299926757812,12165900,0.0049096242936221,230.2817121233259,230.18566531226747,233.3556396484375,261.41917022705076,0.0115018481013363,0.0471185930571791,0,Bear
2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100,0.0140445176673391,231.4722834995815,230.1719985235305,233.70349975585935,260.7549351501465,0.0117494306583006,0.0360016936817293,0,Bear
2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.89500427246097,41612000,0.0594199310947016,234.5932835170201,230.82814171200712,234.13567993164065,260.1271752166748,0.0159754720963081,0.0929750923779908,1,Sideways
2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,43858400,-0.0064210433169097,237.5191410609654,231.39961751302087,234.6042599487305,259.4961402130127,0.0157148280790302,0.0876237391327557,0,Bear
2015-06-18,249.4279937744141,252.1080017089844,244.1269989013672,249.0070037841797,30980200,-0.001111153550366,240.27656991141183,231.95195079985123,235.06824005126953,258.850940246582,0.0156669580841347,0.082570294261106,0,Bear
2015-06-19,249.04299926757812,250.9770050048828,243.78700256347656,244.6060028076172,23965300,-0.0176742055832973,242.36571393694197,232.30957031250009,235.23746002197265,258.1777452850342,0.0160381594760777,0.0636902255244442,0,Bear
2015-06-20,244.52999877929688,245.8280029296875,240.6269989013672,245.2120056152344,20608100,0.0024774649872099,244.19571576799663,232.8746657598587,235.50012023925785,257.4972303009033,0.0160208296351321,0.0556451355922997,0,Bear
2015-06-21,245.1000061035156,245.2239990234375,241.8820037841797,243.94400024414065,10600900,-0.0051710574607157,245.68157305036272,233.52961803617936,235.680400390625,256.8419002532959,0.0156178385574275,0.0455644538379618,0,Bear
2015-06-22,243.968994140625,247.91700744628903,243.7790069580078,246.9900054931641,17692500,0.0124864938099522,247.13400268554688,234.675523303804,235.8130404663086,256.2288302612305,0.0157101459873882,0.0440064299805749,0,Bear
2015-06-23,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,15108700,-0.0109073249290454,246.1912885393415,235.55614289783296,235.9186004638672,255.56604026794437,0.015796160134773,-0.0263208260431722,0,Bear
2015-06-24,244.2819976806641,244.34100341796875,240.51499938964844,240.51499938964844,17344900,-0.0154771497614987,244.9385746547154,236.25333368210565,236.00648040771483,254.89469024658203,0.0157793560433058,-0.0353769324877611,0,Bear
2015-06-25,240.3650054931641,243.33200073242188,240.3650054931641,242.7989959716797,16133100,0.0094962750257876,244.05171639578683,237.13309515090216,236.26682037353515,254.2332102203369,0.0158621145535425,-0.0247695039116074,0,Bear
2015-06-26,242.60400390625,243.74899291992188,241.5529937744141,243.593994140625,13983500,0.0032743058337771,243.90714372907365,238.02080935523628,236.39202026367187,253.64163520812988,0.0158679065901537,-0.0038209924945329,0,Bear
2015-06-27,243.5489959716797,251.33900451660156,243.11700439453125,250.9900054931641,20488600,0.0303620431145335,244.7325722830637,239.2289523170108,236.5345602416992,253.13549026489255,0.0167480740145373,0.0240635856327906,0,Bear
2015-06-28,250.9550018310547,251.1719970703125,247.4340057373047,249.0110015869141,15137600,-0.0078847916767104,245.45642961774556,240.47323826381145,236.67814025878903,252.64872032165528,0.0168355050184122,0.021349851416796,0,Bear
2015-06-29,248.7209930419922,257.1730041503906,248.58099365234375,257.0639953613281,34742900,0.0323399115825941,246.89557102748327,241.8339524042039,237.01350006103516,252.18151023864743,0.0173873709915486,0.0412032691894379,0,Bear
2015-06-30,257.0360107421875,267.86700439453125,255.9459991455078,263.0719909667969,44533800,0.0233715950653607,249.5778547014509,243.4541422526042,237.43177978515624,251.73416023254396,0.0174556077961277,0.0754821891838442,0,Bear
2015-07-01,263.3450012207031,265.1719970703125,255.7740020751953,258.6210021972656,27029800,-0.0169192803581017,252.16442653111048,244.8740474155971,237.7819598388672,251.2903852081299,0.016593225161648,0.0740400585872411,0,Bear
2015-07-02,258.552001953125,261.6310119628906,254.11599731445312,255.41200256347656,21551900,-0.0124081169221569,253.9662846156529,246.0981903076172,238.16265991210935,250.80928527832032,0.0168242930242428,0.0521356666392965,0,Bear
2015-07-03,255.45899963378903,257.0769958496094,253.5050048828125,256.33599853515625,19033800,0.003617668560623,255.7865709577288,247.3531428745815,238.55079986572267,250.36424026489257,0.016808450279905,0.0524790293661424,0,Bear
2015-07-04,256.4909973144531,261.4570007324219,254.1999969482422,260.885986328125,15620400,0.0177500929208922,257.20028250558033,248.70952351888025,239.0164196777344,250.03336013793944,0.0168424326850213,0.0398670791725012,0,Bear
2015-07-05,260.80499267578125,274.5060119628906,258.70098876953125,271.9129943847656,44156100,0.0422675369108236,260.47199576241627,250.53666614350817,239.7316195678711,249.79404510498048,0.018141414338839,0.0900194077600352,0,Bear
2015-07-06,271.1080017089844,277.4219970703125,267.6000061035156,269.0299987792969,49154800,-0.0106026400540064,262.18142482212613,252.0703328450521,240.37617950439457,249.5822151184082,0.0183997548681679,0.0470768561234345,0,Bear
2015-07-07,269.9630126953125,271.34100341796875,264.8320007324219,266.2070007324219,28857600,-0.0104932463282315,262.6292833600725,252.7994755336217,241.03775939941409,249.3240351867676,0.0183461677621174,0.0132120147298422,0,Bear
2015-07-08,265.98199462890625,272.97100830078125,264.385986328125,270.7850036621094,36980200,0.0171971545342231,264.3669978550502,253.82333301362536,241.81451934814453,249.0281802368164,0.0181170010071336,0.047328449622167,0,Bear
2015-07-09,270.8269958496094,272.3349914550781,267.08599853515625,269.2279968261719,40301200,-0.0057499743888341,266.34071132114957,254.7862374441964,242.51871917724608,248.77010528564452,0.0182312775261196,0.0539865921554898,0,Bear
2015-07-10,269.156005859375,294.59100341796875,268.802001953125,284.8940124511719,100390000,0.0581886572335745,270.42042759486606,256.7047140938895,243.50971954345704,248.53514541625975,0.0205508563104972,0.1085575808284413,1,Sideways
2015-07-11,284.8800048828125,298.5060119628906,283.5299987792969,293.114990234375,41109900,0.028856267327177,275.02457101004467,258.98580859956286,244.56505920410157,248.3278604125977,0.0209010684398958,0.1196637552347261,1,Sideways
2015-07-12,293.1400146484375,314.3940124511719,292.5050048828125,310.86700439453125,56405000,0.0605633104808516,280.5894295828683,262.17261832101,246.0049594116211,248.26952545166017,0.022912638355551,0.1379595288047541,1,Sideways
2015-07-13,310.8269958496094,310.947998046875,281.010986328125,292.0539855957031,62053900,-0.0605179016520901,283.8785705566406,264.3185221354167,247.0269790649414,248.13475540161133,0.0263123537995399,0.0880442672066704,0,Bear
2015-07-14,292.03399658203125,296.1470031738281,286.63800048828125,287.4639892578125,28727200,-0.0157162598843785,286.915283203125,266.3741404215495,248.03405883789063,247.93245529174808,0.0266623881754318,0.0828212536505235,0,Bear
2015-07-15,288.0450134277344,293.24798583984375,285.36700439453125,285.8290100097656,27486600,-0.0056875967395711,289.0644269670759,268.53195045107884,249.0083190917969,247.78228530883788,0.0267332722354678,0.0599365023767292,0,Bear
2015-07-16,286.0419921875,291.1830139160156,275.239990234375,278.0889892578125,49482600,-0.0270791993845854,290.33028302873885,270.2124263218471,249.82443878173828,247.5865351867676,0.0254786272628333,0.0386072773809779,0,Bear
2015-07-17,278.09100341796875,280.2799987792969,272.0429992675781,279.47198486328125,27591400,0.0049732123848549,289.5557076590402,271.920902070545,250.66571838378903,247.4205450439453,0.025406642002306,-0.0146081674677417,0,Bear
2015-07-18,279.33099365234375,282.5270080566406,274.07501220703125,274.9010009765625,25187100,-0.0163557856754582,286.9537091936384,273.0595209030878,251.42181854248048,247.24136505126953,0.0256661579106325,-0.059820220470377,0,Bear
2015-07-19,274.7669982910156,275.6700134277344,272.51300048828125,273.614013671875,15332500,-0.0046816392087172,281.63185337611606,274.23109290713353,252.2271987915039,247.0084701538086,0.0254027318981068,-0.1250651701599459,0,Bear
2015-07-20,273.4989929199219,278.9809875488281,272.9599914550781,278.9809875488281,22711400,0.0196151279129632,279.7642822265625,275.2747592017764,253.2030184936523,246.83213012695313,0.0255583141217038,-0.0449321405948924,0,Bear
2015-07-21,278.8819885253906,280.5469970703125,275.41900634765625,275.8330078125,22930700,-0.0112838504300482,278.1027134486607,275.8824266706194,254.26115875244145,246.63613510131836,0.0256632443440978,-0.0404997311405621,0,Bear
2015-07-22,275.6570129394531,277.6659851074219,274.3810119628906,277.22198486328125,19389800,0.0050355722899031,276.8731384277344,276.7681877499535,255.2895385742187,246.61683502197263,0.0256185000017455,-0.0297765621110878,0,Bear
2015-07-23,277.34100341796875,278.1109924316406,275.71600341796875,276.04901123046875,18531300,-0.004231171035699,276.5817129952567,277.7509024483817,256.2930389404297,246.67610504150392,0.0255117737544539,-0.0069285337622013,0,Bear
2015-07-24,276.0050048828125,289.25299072265625,275.2539978027344,288.27801513671875,37199400,0.0443001184888875,277.83971732003346,279.2719508579799,257.572119140625,246.7451251220703,0.0262305375254816,0.0323983723418312,0,Bear
2015-07-25,288.16400146484375,290.7330017089844,286.00201416015625,288.6969909667969,20662200,0.0014533742015652,279.8105730329241,280.5962844122024,258.8470190429687,246.75766510009765,0.0262387591080553,0.0502075322188547,0,Bear
2015-07-26,288.6400146484375,293.052001953125,287.70599365234375,292.6860046386719,16032300,0.0138173025583552,282.53514317103793,281.5854753766741,260.18835906982423,246.74941009521484,0.0262699377303298,0.0687064739859272,0,Bear
2015-07-27,292.6390075683594,297.77398681640625,287.45001220703125,293.6239929199219,30592000,0.0032047595935034,284.6270010811942,282.7566179547991,261.6032189941406,246.8007850646973,0.0258833076399088,0.0522961056664673,0,Bear
2015-07-28,293.63299560546875,296.64898681640625,293.4230041503906,294.427001953125,25453600,0.002734820902126,287.28328595842635,284.10042753673736,262.9219790649414,246.8208801269531,0.0257653760997037,0.0663147769986416,0,Bear
2015-07-29,294.4840087890625,294.5360107421875,288.7770080566406,289.5899963378906,24672600,-0.0164285394449129,289.0501447405134,284.9959033784412,264.13281890869143,246.8948501586914,0.0255786951284661,0.0448506652638255,0,Bear
2015-07-30,289.1029968261719,290.1260070800781,286.5679931640625,287.72198486328125,21635800,-0.0064505386865291,290.71771240234375,285.87656947544644,265.31119873046873,247.0051600646973,0.0253904733186724,0.0426312976129954,0,Bear
2015-07-31,287.6960144042969,288.9590148925781,282.343994140625,284.6499938964844,23629100,-0.0106769420774592,290.19942365373885,285.8649495442708,266.4100985717773,247.08943008422852,0.0252442260017158,-0.0123457629533514,0,Bear
2015-08-01,284.6860046386719,284.9320068359375,278.11199951171875,281.60101318359375,18995000,-0.0107113324372647,289.1857125418527,285.31666492280505,267.4424789428711,247.36813018798827,0.0252092151525711,-0.0245104695921813,0,Bear
2015-08-02,280.4490051269531,283.0320129394531,277.52899169921875,282.614013671875,17722200,0.0035972899274365,287.7468566894531,283.9712844122024,268.44671936035155,247.8906852722168,0.025209213920295,-0.0347304822231,0,Bear
2015-08-03,282.8059997558594,285.47100830078125,280.2330017089844,281.22698974609375,21474100,-0.0049078384605217,285.9758562360491,283.4557131812686,269.40039916992185,248.24760025024415,0.0251087258133883,-0.0428430802771252,0,Bear
2015-08-04,281.2250061035156,285.7149963378906,281.2250061035156,285.2179870605469,21908700,0.0141913737300121,284.66028267996654,283.3487606956845,270.3682989501953,248.63320518493651,0.0240897939954034,-0.0313865274492392,0,Bear
2015-08-05,284.84698486328125,285.5010070800781,281.4880065917969,281.8819885253906,20128000,-0.0116963118965146,283.5591387067522,283.1608072916667,270.98803863525393,249.0463151550293,0.0241101418024726,-0.0266542999008408,0,Bear
2015-08-06,281.906005859375,281.906005859375,278.40301513671875,278.5769958496094,18792100,-0.0117247387570615,282.2527117047991,283.18404570079986,271.57389862060546,249.3875051116943,0.0241328938045381,-0.0319284999713733,0,Bear
2015-08-07,278.7409973144531,280.3919982910156,276.3659973144531,279.5849914550781,42484800,0.0036183734496617,281.52913992745533,283.1894269670759,272.1854583740234,249.71112510681152,0.0239607677127478,-0.0176331844442523,0,Bear
2015-08-08,279.74200439453125,279.9280090332031,260.7099914550781,260.99700927734375,58533000,-0.0664841917335929,278.58571079799106,282.52733212425596,272.51327850341795,249.9595351409912,0.0269588024821207,-0.0734060437405805,0,Bear
2015-08-09,261.1159973144531,267.00299072265625,260.4679870605469,265.0830078125,23789600,0.0156553461913977,276.08128138950894,282.12109375,272.91069854736327,250.15046516418457,0.024786896506208,-0.0613479874766194,0,Bear
