Date;Open;High;Low;Close;Volume;Return;MA7;MA21;MA50;MA200;Volatility30;Momentum7;Cluster_3;Regime;Direction_Pred;Prob_Up;Signal;Pred_1d;Pred_30d;Pred_365d;Pred_7d;Pred_90d;PC1;PC2
2018-07-27;7950.4;8262.66;7839.76;8165.01;5195879936;0.026841;7895.877093;7129.787598;6791.698975;8605.206409;0.034076;0.110603;0.0;Bull;1;0.534;📈 Up;8209.81;8841.06;625.48;8346.75;9349.32;-1.103;1.045
2018-07-28;8169.06;8222.85;8110.77;8192.15;3988750080;0.003324;8006.285714;7193.369513;6803.043584;8573.190159;0.032711;0.105066;0.0;Bull;1;0.553;📈 Up;8204.76;8612.8;625.85;8332.47;8875.54;-1.002;0.534
2018-07-29;8205.82;8272.26;8141.18;8218.46;4107190016;0.003212;8120.567104;7262.15904;6816.773184;8539.415959;0.031766;0.108386;0.0;Bull;1;0.554;📈 Up;8235.61;8630.49;625.85;8361.24;8896.26;-0.991;0.56
2018-07-30;8221.58;8235.5;7917.5;8180.48;5551400000;-0.004621;8187.619978;7330.669992;6844.662383;8513.28936;0.031639;0.06432;0.0;Bull;1;0.557;📈 Up;8156.86;8664.34;625.39;8239.82;8921.95;-0.893;0.078
2018-07-31;8181.2;8181.53;7696.93;7780.44;5287530000;-0.048902;8095.644322;7399.740932;6862.132783;8482.288562;0.033291;-0.077067;0.0;Bull;1;0.582;📈 Up;7743.29;8322.15;618.6;7729.06;7816.23;-0.559;-1.865
2018-08-01;7769.04;7769.04;7504.95;7624.91;4797620000;-0.01999;8016.147182;7458.321894;6882.983789;8448.612112;0.033194;-0.068226;0.0;Bull;1;0.562;📈 Up;7594.97;8059.48;618.6;7579.97;7488.52;-0.657;-1.215
2018-08-02;7634.19;7712.77;7523.44;7567.15;4214110000;-0.007575;7961.228585;7522.052362;6907.328789;8417.587861;0.03311;-0.047711;0.0;Bull;1;0.554;📈 Up;7574.73;7991.14;618.6;7590.81;7409.09;-0.726;-0.813
2018-08-03;7562.14;7562.14;7328.65;7434.39;4627150000;-0.017544;7856.854353;7579.02095;6922.50959;8385.660813;0.033358;-0.092097;0.0;Bull;1;0.559;📈 Up;7408.74;7863.17;618.6;7402.14;7127.03;-0.628;-1.342
2018-08-04;7438.67;7497.49;6984.07;7032.85;4268390000;-0.054011;7691.240025;7615.055711;6934.03499;8363.372563;0.035022;-0.149432;0.0;Bull;1;0.583;📈 Up;6998.81;7549.41;610.09;6988.66;6531.62;-0.456;-2.508
2018-08-05;7031.08;7102.77;6940.7;7068.48;3679110000;0.005066;7526.957171;7648.809989;6944.401387;8342.771965;0.035022;-0.147577;0.0;Bull;1;0.539;📈 Up;7068.08;7506.13;610.15;7031.85;6327.6;-0.633;-1.301
2018-08-06;7062.94;7166.55;6890.54;6951.8;3925900000;-0.016507;7351.431431;7658.81236;6953.451982;8320.156462;0.03486;-0.159463;0.0;Bull;1;0.555;📈 Up;6947.54;7435.01;618.6;6940.57;6301.05;-0.548;-1.824
2018-08-07;6958.32;7146.56;6748.24;6753.12;4682800000;-0.02858;7204.671456;7631.768555;6953.817988;8295.885061;0.035203;-0.139141;0.0;Bull;1;0.565;📈 Up;6766.7;7322.12;617.63;6816.61;6477.85;-0.552;-1.919
2018-08-08;6746.85;6746.85;6226.22;6305.8;5064430000;-0.066239;7016.227121;7581.055222;6944.535186;8262.918059;0.037249;-0.18539;0.0;Bull;1;0.59;📈 Up;6239.44;6833.53;617.4;6280.68;5912.58;-0.402;-3.029
2018-08-09;6305.56;6625.73;6249.07;6568.23;4267040000;0.041617;6873.524275;7538.263323;6940.368789;8237.758711;0.036297;-0.136198;0.0;Bull;1;0.512;📈 Up;6629.15;7192.39;617.26;6641.71;6324.12;-0.784;-0.484
2018-08-10;6571.42;6591.26;6124.52;6184.71;4528680000;-0.05839;6694.998535;7482.57666;6929.468184;8214.025259;0.037879;-0.177044;0.0;Bull;1;0.584;📈 Up;6131.47;6696.64;617.4;6195.87;5815.13;-0.452;-2.812
2018-08-11;6185.79;6455.74;6109.03;6295.73;4047850000;0.017951;6589.695661;7429.0738;6933.708984;8191.161907;0.037707;-0.105082;0.0;Bull;1;0.531;📈 Up;6345.97;6874.17;617.26;6433.68;6248.04;-0.792;-0.739
2018-08-12;6283.65;6409.85;6237.5;6322.69;5665250000;0.004282;6483.154227;7376.892834;6936.913184;8165.978354;0.037711;-0.105866;0.0;Bull;1;0.54;📈 Up;6344.23;6872.14;617.26;6454.45;6516.55;-0.751;-1.021
2018-08-13;6341.36;6537.05;6225.72;6297.57;4083980000;-0.003973;6389.692801;7309.581403;6939.39998;8141.169202;0.037711;-0.093332;0.0;Bull;1;0.548;📈 Up;6330.44;6815.38;617.4;6447.1;6363.85;-0.748;-1.096
2018-08-14;6287.66;6287.94;5971.05;6199.71;5301700000;-0.015539;6310.634208;7203.649995;6938.410576;8116.31075;0.037748;-0.080291;0.0;Bull;1;0.557;📈 Up;6161.61;6639.17;617.4;6284.23;6541.94;-0.737;-1.233
2018-08-15;6221.42;6588.49;6221.42;6308.52;4895450000;0.017551;6311.02281;7114.465704;6942.707578;8090.649849;0.036173;0.003499;0.0;Bull;1;0.537;📈 Up;6395.52;6842.69;617.26;6573.85;7143.96;-0.945;0.058
2018-08-16;6294.23;6473.5;6276.41;6334.73;4328420000;0.004155;6277.665667;7037.472842;6946.25958;8063.392;0.032216;-0.033964;0.0;Bull;1;0.548;📈 Up;6359.18;6569.63;619.6;6449.09;6714.44;-0.775;-0.473
2018-08-17;6340.91;6582.5;6324.97;6580.63;4992990000;0.038818;6334.225656;6962.026181;6959.803379;8039.813147;0.033114;0.063244;0.0;Bull;1;0.526;📈 Up;6637.67;6916.86;625.48;6797.92;7649.43;-1.053;0.94
2018-08-18;6583.43;6617.35;6353.73;6423.76;3984520000;-0.023838;6352.515625;6877.817104;6963.912578;8021.400447;0.033174;0.021455;0.0;Bull;1;0.571;📈 Up;6400.95;6555.32;624.19;6529.44;7029.37;-0.802;-0.634
2018-08-19;6422.57;6537.98;6361.55;6506.07;3311170000;0.012813;6378.712751;6796.274716;6965.953975;8002.825298;0.033257;0.029986;0.0;Bull;1;0.544;📈 Up;6518.79;6604.54;625.48;6600.79;6999.67;-0.925;0.169
2018-08-20;6500.51;6536.92;6297.93;6308.53;3665100000;-0.030362;6380.27846;6707.134231;6964.408174;7988.515247;0.033522;0.003597;0.0;Bull;1;0.575;📈 Up;6279.41;6339.59;618.6;6348.1;6747.28;-0.76;-0.899
2018-08-21;6301.07;6500.87;6298.24;6488.76;3377180000;0.028569;6421.571289;6645.625651;6961.899766;7976.805295;0.034066;0.047705;0.0;Bull;1;0.532;📈 Up;6524.12;6593.94;625.48;6581.31;7122.71;-1.016;0.614
2018-08-22;6486.25;6816.79;6310.11;6376.71;4668110000;-0.017268;6431.312709;6586.187547;6958.842168;7962.814294;0.033139;0.012886;0.0;Bull;1;0.564;📈 Up;6404.4;6583.55;618.73;6453.26;7242.25;-0.808;-0.565
2018-08-23;6371.34;6546.54;6371.34;6534.88;3426180000;0.024804;6459.905552;6537.031831;6957.58877;7954.103645;0.028146;0.033536;0.0;Bull;1;0.538;📈 Up;6553.72;6414.57;625.48;6523.33;7039.97;-0.878;0.457
2018-08-24;6551.52;6719.96;6498.64;6719.96;4097820000;0.028322;6479.809849;6503.011347;6959.205166;7952.927095;0.028621;0.02304;0.0;Bull;1;0.533;📈 Up;6737.39;6675.5;624.48;6689.65;7332.86;-0.879;0.449
2018-08-25;6719.95;6789.63;6700.96;6763.19;3312600000;0.006433;6528.299874;6490.170387;6960.998965;7947.973044;0.028401;0.053311;0.0;Bull;1;0.552;📈 Up;6759.6;6586.59;625.48;6751.5;7294.06;-0.861;0.231
2018-08-26;6754.64;6774.75;6620.75;6707.26;3295500000;-0.00827;6557.041295;6472.969424;6958.005557;7943.402844;0.027761;0.032228;0.0;Bull;1;0.562;📈 Up;6674.13;6483.93;625.39;6637.63;7121.89;-0.772;-0.219
2018-08-27;6710.8;6884.64;6689.71;6884.64;4019000000;0.026446;6639.342773;6469.771345;6960.220762;7936.498096;0.028348;0.089036;0.0;Bull;1;0.538;📈 Up;6904.22;6800.38;625.48;6908.83;7778.77;-0.978;0.898
2018-08-28;6891.08;7109.56;6882.34;7096.28;4659940000;0.030741;6726.131348;6486.112281;6967.311357;7928.294592;0.029072;0.091208;0.0;Bull;1;0.534;📈 Up;7126.34;7110.74;625.48;7136.12;8136.71;-1.007;0.998
2018-08-29;7091.71;7113.3;6970.82;7047.16;4145880000;-0.006922;6821.909947;6521.415155;6981.655557;7920.420891;0.029075;0.101554;0.0;Bull;1;0.563;📈 Up;7026.15;6914.99;625.39;7066.13;7928.06;-0.913;0.313
2018-08-30;7043.76;7072.69;6834.69;6978.23;4463250000;-0.009781;6885.245675;6540.938965;6993.325957;7914.66219;0.02787;0.066969;0.0;Bull;1;0.564;📈 Up;6943.54;6830.97;625.39;6929.75;7737.84;-0.827;0.006
2018-08-31;6973.97;7057.17;6920.16;7037.58;4495650000;0.008505;6930.619978;6581.551828;7009.501357;7905.217239;0.027764;0.047152;0.0;Bull;1;0.549;📈 Up;7028.44;6896.77;625.48;6980.16;7641.75;-0.846;0.23
2018-09-01;7044.81;7242.29;7038.05;7193.25;4116050000;0.02212;6992.057129;6624.290876;7028.605361;7898.191941;0.028097;0.062839;0.0;Bull;1;0.54;📈 Up;7214.56;7122.34;625.48;7176.47;7841.63;-0.917;0.619
2018-09-02;7189.58;7306.31;7132.16;7272.72;4329540000;0.011048;7072.837193;6669.530413;7048.537363;7887.082393;0.028012;0.082156;0.0;Bull;1;0.549;📈 Up;7271.63;7166.5;625.48;7262.44;8000.6;-0.915;0.538
2018-09-03;7279.03;7317.94;7208.15;7260.06;4087760000;-0.001741;7126.46861;6715.363281;7066.545762;7872.550691;0.02612;0.05397;0.0;Bull;1;0.559;📈 Up;7243.71;7043.08;625.39;7196.1;7709.09;-0.797;0.079
2018-09-04;7263.0;7388.26;7255.44;7361.66;4273640000;0.013994;7164.380092;6770.694243;7078.943965;7858.18949;0.026214;0.037223;0.0;Bull;1;0.546;📈 Up;7364.29;7212.81;625.48;7294.19;7761.65;-0.818;0.274
2018-09-05;7361.46;7388.43;6792.83;6792.83;5800460000;-0.077269;7128.047224;6793.756627;7068.379766;7836.590139;0.029775;-0.033124;0.0;Bull;1;0.608;📈 Up;6725.97;6828.07;618.6;6690.09;7330.72;-0.497;-2.102
2018-09-06;6755.14;6755.14;6404.72;6529.17;5523470000;-0.038814;7063.895787;6803.015672;7051.547568;7816.47699;0.030166;-0.062157;0.0;Bull;1;0.578;📈 Up;6454.51;6450.44;618.6;6357.58;6713.57;-0.57;-1.541
2018-09-07;6528.92;6555.29;6396.87;6467.07;4264680000;-0.009511;6982.394322;6797.60805;7031.551768;7792.68584;0.027581;-0.080174;0.0;Bull;1;0.558;📈 Up;6430.56;6250.28;618.6;6272.34;6237.78;-0.582;-1.072
2018-09-08;6460.17;6534.25;6197.52;6225.98;3835060000;-0.03728;6844.212891;6788.189965;7008.98877;7766.797239;0.027357;-0.139573;0.0;Bull;1;0.576;📈 Up;6170.86;6020.02;618.6;5977.87;5714.05;-0.399;-2.069
2018-09-09;6223.38;6446.26;6201.22;6300.86;3671890000;0.012027;6705.375698;6778.418062;6986.620166;7744.849536;0.025238;-0.138594;0.0;Bull;1;0.54;📈 Up;6308.39;6115.94;619.6;6080.4;5783.05;-0.509;-1.058
2018-09-10;6301.57;6374.98;6292.76;6329.7;3714100000;0.004577;6572.467146;6779.426177;6964.844365;7726.473037;0.025045;-0.132276;0.0;Bull;1;0.547;📈 Up;6313.36;6079.59;619.6;6115.16;5793.12;-0.496;-1.161
2018-09-11;6331.88;6398.92;6260.21;6321.2;3849910000;-0.001343;6423.830008;6771.447149;6937.046172;7706.57354;0.025036;-0.147613;0.0;Bull;1;0.55;📈 Up;6295.57;6116.24;618.68;6104.55;5800.01;-0.454;-1.394
2018-09-12;6317.01;6363.87;6265.09;6351.8;4064230000;0.004841;6360.825684;6770.260951;6895.596777;7689.267188;0.025036;-0.065503;0.0;Bull;1;0.55;📈 Up;6332.51;6170.53;619.6;6249.1;6311.57;-0.609;-0.665
2018-09-13;6354.24;6535.41;6354.24;6517.31;4210910000;0.026057;6359.131417;6769.424293;6862.315176;7673.530085;0.025263;-0.000631;0.0;Bull;1;0.538;📈 Up;6541.48;6470.87;619.6;6530.51;6932.81;-0.783;0.241
2018-09-14;6515.41;6596.1;6456.17;6512.71;4076220000;-0.000706;6365.651437;6759.555246;6833.537773;7654.260134;0.025094;0.008174;0.0;Bull;1;0.559;📈 Up;6506.44;6404.32;618.68;6526.61;6911.19;-0.717;-0.235
2018-09-15;6509.4;6561.72;6493.55;6543.2;3216300000;0.004682;6410.96861;6749.079543;6801.101582;7633.348137;0.025096;0.050135;0.0;Bull;1;0.558;📈 Up;6540.25;6375.85;625.48;6595.29;6947.48;-0.803;0.183
2018-09-16;6536.68;6544.33;6460.1;6517.18;3273730000;-0.003977;6441.871512;6740.028134;6767.602178;7613.944536;0.024092;0.034132;0.0;Bull;1;0.564;📈 Up;6494.3;6312.47;625.39;6527.07;6826.91;-0.735;-0.106
2018-09-17;6514.06;6540.21;6257.52;6281.2;3910780000;-0.036209;6434.942941;6711.292899;6728.856982;7590.595537;0.024613;-0.006655;0.0;Bull;1;0.585;📈 Up;6235.36;6143.64;618.6;6253.36;6593.39;-0.584;-1.06
2018-09-18;6280.91;6384.18;6265.71;6371.3;4180090000;0.014344;6442.100028;6676.770043;6692.673379;7567.020034;0.024643;0.009033;0.0;Bull;1;0.548;📈 Up;6377.9;6277.42;619.6;6372.66;6767.91;-0.76;0.077
2018-09-19;6371.85;6448.46;6208.34;6398.54;4431340000;0.004275;6448.777204;6645.883371;6665.035381;7541.564233;0.023994;0.008467;0.0;Bull;1;0.556;📈 Up;6379.9;6315.7;619.6;6371.79;6882.37;-0.719;-0.129
2018-09-20;6398.85;6529.26;6395.95;6519.67;4348110000;0.018931;6449.114328;6624.047177;6642.930576;7516.599585;0.023671;0.001341;0.0;Bull;1;0.544;📈 Up;6531.06;6448.72;619.6;6502.99;6923.29;-0.746;0.116
2018-09-21;6513.87;6794.33;6496.36;6734.95;6531940000;0.03302;6480.862932;6609.63623;6626.286582;7492.407837;0.02415;0.035067;0.0;Bull;1;0.534;📈 Up;6775.87;6904.29;625.48;6795.77;7852.66;-0.852;0.647
2018-09-22;6735.05;6814.56;6616.8;6721.98;4509660000;-0.001926;6506.402902;6587.194801;6612.038379;7472.118235;0.023774;0.028459;0.0;Bull;1;0.561;📈 Up;6709.57;6669.13;625.11;6722.26;7315.85;-0.733;-0.106
2018-09-23;6715.32;6766.15;6679.42;6710.63;4197500000;-0.001689;6534.038574;6560.428595;6605.593975;7455.843533;0.023219;0.030748;0.0;Bull;1;0.561;📈 Up;6699.11;6574.66;625.39;6699.77;7188.49;-0.728;-0.083
2018-09-24;6704.77;6713.56;6580.9;6595.41;4177310000;-0.01717;6578.925711;6528.778599;6596.132578;7441.845535;0.0234;0.049787;0.0;Bull;1;0.574;📈 Up;6566.4;6423.53;625.39;6589.79;7168.0;-0.718;-0.256
2018-09-25;6603.64;6603.64;6381.86;6446.47;4726180000;-0.022582;6589.664342;6485.198126;6586.025986;7427.390137;0.023707;0.01286;0.0;Bull;1;0.576;📈 Up;6404.6;6297.4;618.73;6380.73;6962.04;-0.647;-0.639
2018-09-26;6452.79;6585.91;6397.89;6495.0;4437300000;0.007528;6603.444336;6471.015741;6580.863584;7415.535137;0.023196;0.016113;0.0;Bull;1;0.554;📈 Up;6498.41;6370.78;619.6;6447.31;6977.03;-0.732;-0.004
2018-09-27;6495.29;6712.1;6464.95;6676.75;4606810000;0.027983;6625.884347;6478.043364;6588.282588;7401.025737;0.023069;0.025165;0.0;Bull;1;0.538;📈 Up;6699.0;6624.3;625.21;6640.84;7273.7;-0.805;0.476
2018-09-28;6678.75;6785.03;6598.32;6644.13;5014430000;-0.004886;6612.910017;6486.474795;6589.800586;7388.220786;0.023056;-0.012741;0.0;Bull;1;0.561;📈 Up;6634.86;6548.26;618.6;6566.35;7076.85;-0.646;-0.467
2018-09-29;6643.1;6643.1;6511.65;6601.96;4363690000;-0.006347;6595.7643;6504.378604;6598.145586;7375.256338;0.023023;-0.017162;0.0;Bull;1;0.562;📈 Up;6565.3;6410.48;618.6;6485.4;6824.67;-0.634;-0.529
2018-09-30;6604.71;6643.78;6566.54;6625.56;4002280000;0.003575;6583.611468;6519.840518;6604.742188;7367.03509;0.022966;-0.011899;0.0;Bull;1;0.555;📈 Up;6609.54;6429.3;619.57;6531.66;6792.67;-0.671;-0.29
2018-10-01;6619.85;6653.3;6549.08;6589.62;4000970000;-0.005424;6582.784319;6532.217657;6610.080791;7358.478889;0.022525;-0.000153;0.0;Bull;1;0.563;📈 Up;6565.49;6370.15;618.6;6507.28;6819.17;-0.656;-0.383
2018-10-02;6593.24;6611.84;6537.9;6556.1;3979260000;-0.005087;6598.445731;6543.403367;6615.251396;7349.567642;0.022379;0.017342;0.0;Bull;1;0.564;📈 Up;6535.77;6316.01;618.6;6496.83;6849.59;-0.684;-0.247
2018-10-03;6553.86;6571.46;6454.03;6502.59;3887310000;-0.008162;6599.529994;6550.583845;6621.308994;7342.496191;0.022395;0.001652;0.0;Bull;1;0.566;📈 Up;6472.62;6253.25;618.6;6415.49;6703.08;-0.649;-0.425
2018-10-04;6497.91;6603.31;6497.91;6576.69;3838410000;0.011395;6585.2357;6553.411458;6626.672393;7334.261243;0.02233;-0.014936;0.0;Bull;1;0.55;📈 Up;6574.23;6368.57;619.6;6484.35;6695.15;-0.678;-0.152
2018-10-05;6574.15;6623.62;6557.41;6622.48;3671500000;0.006962;6582.142857;6558.638602;6632.427393;7324.220391;0.017511;-0.003087;0.0;Bull;1;0.558;📈 Up;6602.52;6237.86;619.6;6492.83;6704.71;-0.6;-0.135
2018-10-06;6622.45;6628.54;6577.8;6588.31;3259740000;-0.00516;6580.192871;6560.786691;6632.580996;7312.594592;0.015997;-0.0019;0.0;Bull;1;0.568;📈 Up;6554.56;6111.39;618.6;6442.26;6567.7;-0.54;-0.365
2018-10-07;6590.68;6641.49;6557.04;6602.95;3306630000;0.002222;6576.962891;6564.870977;6636.164805;7300.962942;0.015889;-0.003253;0.0;Bull;1;0.563;📈 Up;6579.73;6152.8;618.44;6460.32;6604.49;-0.558;-0.226
2018-10-08;6600.19;6675.06;6576.04;6652.23;3979460000;0.007463;6585.907157;6582.539062;6639.088008;7290.581743;0.0142;0.009635;0.0;Bull;1;0.56;📈 Up;6633.1;6205.08;619.6;6520.28;6845.65;-0.565;-0.018
2018-10-09;6653.08;6661.41;6606.94;6642.64;3580810000;-0.001442;6598.27002;6595.460031;6645.770215;7279.396843;0.014095;0.01328;0.0;Bull;1;0.568;📈 Up;6609.3;6132.41;618.81;6503.33;6735.34;-0.543;-0.171
2018-10-10;6640.29;6640.29;6538.96;6585.53;3787650000;-0.008598;6610.118583;6604.364304;6647.705615;7268.983892;0.014212;0.012845;0.0;Bull;1;0.573;📈 Up;6542.63;6082.06;618.73;6443.07;6723.97;-0.524;-0.319
2018-10-11;6586.74;6586.74;6243.74;6256.24;5181640000;-0.050002;6564.340053;6591.820033;6645.296221;7257.786191;0.017034;-0.048553;0.0;Bull;1;0.598;📈 Up;6181.26;5903.12;618.6;6074.53;6470.79;-0.351;-1.619
2018-10-12;6239.25;6328.5;6236.47;6274.58;3783500000;0.002931;6514.640067;6569.897647;6640.090225;7248.11209;0.017018;-0.052584;0.0;Bull;1;0.559;📈 Up;6253.34;5843.56;619.57;6091.57;6110.03;-0.5;-0.579
2018-10-13;6278.08;6308.51;6259.81;6285.99;3064030000;0.001818;6471.451521;6549.13623;6631.41083;7240.376841;0.016285;-0.045606;0.0;Bull;1;0.561;📈 Up;6258.15;5779.31;618.58;6094.76;6001.32;-0.495;-0.548
2018-10-14;6288.49;6363.21;6280.15;6290.93;3085320000;0.000786;6426.877232;6529.15053;6621.965635;7232.059092;0.016289;-0.047042;0.0;Bull;1;0.562;📈 Up;6271.67;5813.93;618.68;6111.99;6046.11;-0.49;-0.579
2018-10-15;6292.64;6965.06;6258.68;6596.54;7370770000;0.048579;6418.921526;6529.204334;6619.75124;7229.213291;0.018623;-0.005926;0.0;Bull;1;0.523;📈 Up;6701.47;6826.08;619.6;6617.73;7849.77;-0.74;0.68
2018-10-16;6601.41;6673.59;6571.37;6596.11;4074800000;-6.5e-05;6412.274344;6536.330032;6613.980635;7227.74124;0.018605;-0.00455;0.0;Bull;1;0.562;📈 Up;6582.82;6290.37;618.68;6507.43;6820.78;-0.599;-0.293
2018-10-17;6590.52;6601.21;6517.45;6544.43;4088420000;-0.007835;6406.402972;6538.68385;6602.943643;7225.595742;0.01735;-0.003787;0.0;Bull;1;0.569;📈 Up;6509.43;6167.01;618.6;6431.82;6740.9;-0.556;-0.439
2018-10-18;6542.33;6567.54;6450.04;6476.71;3924080000;-0.010348;6437.898647;6529.158133;6591.534639;7223.758142;0.017306;0.035867;0.0;Bull;1;0.573;📈 Up;6446.06;6091.59;625.39;6411.98;6861.49;-0.613;-0.198
2018-10-19;6478.07;6493.68;6445.31;6465.41;3578870000;-0.001745;6465.160086;6520.64767;6581.278242;7220.666194;0.017298;0.031191;0.0;Bull;1;0.567;📈 Up;6441.39;6046.59;625.39;6387.76;6717.85;-0.631;-0.058
2018-10-20;6460.92;6497.72;6449.0;6489.19;3379130000;0.003678;6494.188616;6515.277669;6570.310439;7215.831594;0.016958;0.033051;0.0;Bull;1;0.563;📈 Up;6469.55;6062.44;625.63;6406.97;6705.97;-0.644;0.066
2018-10-21;6490.09;6556.38;6476.0;6482.35;3253610000;-0.001054;6521.534319;6508.458147;6556.092441;7213.974146;0.015768;0.031211;0.0;Bull;1;0.568;📈 Up;6466.97;6035.14;625.39;6395.44;6673.67;-0.607;-0.038
2018-10-22;6486.05;6543.8;6462.98;6487.16;3672860000;0.000742;6505.908622;6503.579102;6540.38124;7212.352595;0.015771;-0.016627;0.0;Bull;1;0.563;📈 Up;6466.88;6072.47;618.68;6342.47;6511.63;-0.534;-0.354
2018-10-23;6472.36;6506.01;6451.27;6475.74;3716150000;-0.00176;6488.71296;6499.752441;6524.694844;7211.549697;0.015771;-0.018322;0.0;Bull;1;0.565;📈 Up;6444.9;6048.05;618.6;6323.68;6485.83;-0.524;-0.417
2018-10-24;6478.89;6521.99;6468.86;6495.84;3424670000;0.003104;6481.771484;6499.431013;6507.378438;7209.473447;0.015489;-0.007383;0.0;Bull;1;0.562;📈 Up;6475.68;6071.27;619.57;6362.8;6516.36;-0.552;-0.238
2018-10-25;6484.65;6504.65;6447.03;6476.29;3230550000;-0.00301;6481.711496;6494.650065;6501.047637;7206.737297;0.014924;-4.5e-05;0.0;Bull;1;0.568;📈 Up;6442.57;6006.53;618.6;6336.26;6486.59;-0.536;-0.305
2018-10-26;6468.44;6498.29;6449.61;6474.75;3306050000;-0.000238;6483.045759;6487.615304;6499.959238;7205.257397;0.014861;0.001462;0.0;Bull;1;0.566;📈 Up;6446.72;6010.78;618.68;6339.33;6507.57;-0.546;-0.238
2018-10-27;6480.84;6507.41;6453.53;6480.38;3393250000;0.00087;6481.787179;6482.475772;6500.225439;7203.485498;0.013894;-0.001346;0.0;Bull;1;0.565;📈 Up;6454.13;5996.74;618.68;6334.45;6513.55;-0.527;-0.232
2018-10-28;6482.66;6502.28;6447.91;6486.39;3445190000;0.000927;6482.364328;6476.925293;6505.433643;7201.07585;0.013877;0.000635;0.0;Bull;1;0.566;📈 Up;6456.49;5995.93;618.68;6336.66;6536.05;-0.53;-0.216
2018-10-29;6492.35;6503.6;6306.99;6332.63;4199910000;-0.023705;6460.288574;6461.706241;6506.069043;7193.292749;0.014469;-0.023812;0.0;Bull;1;0.582;📈 Up;6280.5;5893.44;618.6;6159.46;6467.4;-0.428;-0.896
2018-10-30;6337.04;6364.99;6310.14;6334.27;3781100000;0.000259;6440.078544;6447.021949;6506.160439;7185.484299;0.014444;-0.021793;0.0;Bull;1;0.564;📈 Up;6306.21;5851.35;618.68;6163.42;6342.58;-0.502;-0.397
2018-10-31;6336.99;6349.16;6316.88;6317.61;4191240000;-0.00263;6414.617118;6434.263858;6506.088633;7177.141147;0.014426;-0.027527;0.0;Bull;1;0.566;📈 Up;6286.26;5838.32;618.6;6142.5;6370.45;-0.484;-0.498
2018-11-01;6318.14;6547.14;6311.83;6377.78;3789400000;0.009524;6400.544224;6440.051456;6506.608232;7167.384495;0.01454;-0.014993;0.0;Bull;1;0.558;📈 Up;6389.06;6022.43;619.6;6256.59;6559.79;-0.542;-0.16
2018-11-02;6378.92;6396.86;6327.38;6388.44;4234870000;0.001671;6388.214216;6445.473354;6504.03083;7159.033345;0.014479;-0.013084;0.0;Bull;1;0.563;📈 Up;6356.27;5939.93;618.59;6232.0;6548.28;-0.521;-0.305
2018-11-03;6387.24;6400.07;6342.37;6361.26;3658640000;-0.004255;6371.197056;6449.057617;6501.001826;7151.329194;0.014317;-0.018208;0.0;Bull;1;0.568;📈 Up;6325.93;5871.39;618.6;6198.61;6376.47;-0.493;-0.462
2018-11-04;6365.47;6388.63;6294.57;6376.13;4390020000;0.002338;6355.445592;6453.114746;6497.66042;7142.392744;0.014253;-0.016798;0.0;Bull;1;0.563;📈 Up;6343.58;5944.7;618.49;6219.99;6562.67;-0.514;-0.318
2018-11-05;6363.62;6480.59;6363.62;6419.66;4174800000;0.006827;6367.878488;6444.691895;6495.71002;7133.019497;0.014305;0.013735;0.0;Bull;1;0.561;📈 Up;6409.68;6013.61;619.76;6318.51;6754.17;-0.579;-0.003
2018-11-06;6433.38;6463.55;6408.16;6461.01;4700040000;0.006441;6385.984166;6438.258557;6499.306211;7121.095396;0.014356;0.019917;0.0;Bull;1;0.562;📈 Up;6442.37;6045.49;624.3;6356.75;6886.17;-0.589;0.035
2018-11-07;6468.5;6552.16;6468.31;6530.14;4941260000;0.0107;6416.345633;6437.578078;6502.483018;7109.268196;0.014431;0.033246;0.0;Bull;1;0.559;📈 Up;6523.66;6153.55;625.48;6450.01;7087.94;-0.625;0.219
2018-11-08;6522.27;6536.92;6438.53;6453.72;4665260000;-0.011703;6427.194266;6436.483329;6503.586621;7097.524497;0.014575;0.01202;0.0;Bull;1;0.574;📈 Up;6414.63;6017.86;618.73;6329.51;6825.04;-0.527;-0.391
2018-11-09;6442.6;6456.46;6373.37;6385.62;4346820000;-0.010552;6426.791434;6432.683803;6500.905625;7084.798198;0.014615;-0.000204;0.0;Bull;1;0.573;📈 Up;6345.19;5917.93;618.6;6240.6;6615.12;-0.511;-0.458
2018-11-10;6386.13;6437.28;6385.31;6409.22;3705320000;0.003696;6433.642927;6428.875721;6494.391025;7068.356799;0.011312;0.007746;0.0;Bull;1;0.566;📈 Up;6385.47;5833.14;619.6;6248.91;6522.84;-0.508;-0.098
2018-11-11;6413.63;6423.25;6350.17;6411.27;3939060000;0.00032;6438.662946;6425.490955;6488.176826;7056.184448;0.011305;0.005729;0.0;Bull;1;0.568;📈 Up;6373.3;5835.48;618.68;6235.48;6555.79;-0.495;-0.182
2018-11-12;6411.76;6434.21;6360.47;6371.27;4295770000;-0.006239;6431.75007;6419.972377;6481.389629;7041.63325;0.011375;-0.007337;0.0;Bull;1;0.572;📈 Up;6334.32;5814.16;618.6;6192.07;6521.65;-0.456;-0.411
2018-11-13;6373.19;6395.27;6342.67;6359.49;4503800000;-0.001849;6417.24728;6414.436663;6476.67123;7028.495452;0.011383;-0.015627;0.0;Bull;1;0.568;📈 Up;6325.66;5809.93;618.6;6172.18;6499.31;-0.456;-0.383
