Date,Open,High,Low,Close,Volume,Return,MA7,MA21,MA50,MA200,Volatility30,Momentum7
2014-11-01,338.65,340.53,321.05,325.75,16677200,-0.0372,344.33,368.51,,,0.0333,-0.0604
2014-11-02,326.08,329.05,320.63,325.89,8603620,0.0004,340.21,366.0,,,0.0325,-0.0813
2014-11-03,325.57,334.0,325.48,327.55,12948500,0.0051,336.58,363.01,,,0.0286,-0.0714
2014-11-04,327.16,331.77,325.08,330.49,15655500,0.009,332.7,359.66,,,0.0282,-0.0755
2014-11-05,330.68,343.37,330.68,339.49,19817200,0.0272,333.26,357.02,372.77,,0.0281,0.0133
2014-11-06,339.46,352.97,338.42,349.29,18797000,0.0289,333.83,355.44,370.61,,0.0284,0.0132
2014-11-07,349.82,352.73,341.78,342.42,16834200,-0.0197,334.41,353.47,368.97,,0.0271,0.0138
2014-11-08,342.15,347.03,342.15,345.49,8535470,0.009,337.23,351.28,367.98,,0.0264,0.0599
2014-11-09,345.38,363.63,344.26,363.26,24205600,0.0515,342.57,350.03,367.07,,0.028,0.1109
2014-11-10,362.27,374.82,357.56,366.92,30450100,0.0101,348.19,349.27,366.43,,0.0281,0.1159
2014-11-11,365.86,371.31,363.73,367.7,15838900,0.0021,353.51,348.38,365.74,,0.0268,0.109
2014-11-12,367.98,429.72,367.98,423.56,45783200,0.1519,365.52,350.3,365.49,,0.0383,0.2337
2014-11-13,427.27,457.09,401.12,420.73,58945000,-0.0067,375.73,353.27,365.45,,0.0381,0.1982
