Date,Open,High,Low,Close,Volume,Return,MA7,MA21,MA50,MA200,Volatility30,Momentum7
2016-10-03,610.97,612.57,610.46,612.13,46798300,0.002,609.05,606.6,596.44,554.76,0.009,0.0068
2016-10-04,612.05,612.05,609.48,610.2,49801600,-0.0032,609.62,606.64,597.3,555.76,0.0085,0.0067
2016-10-05,610.22,613.81,609.62,612.51,68077504,0.0038,610.74,606.73,598.0,556.77,0.0085,0.0129
2016-10-06,612.47,613.82,611.47,613.02,56812100,0.0008,611.78,607.01,598.8,557.77,0.0084,0.0121
2016-10-07,612.61,617.91,611.82,617.12,64071400,0.0067,612.84,607.49,599.65,558.79,0.0084,0.0121
2016-10-08,617.34,619.85,617.34,619.11,42345900,0.0032,613.57,608.12,600.52,559.8,0.0076,0.0084
2016-10-09,619.17,619.2,616.61,616.75,39243400,-0.0038,614.41,608.45,601.22,560.79,0.0076,0.0096
2016-10-10,616.82,621.32,616.2,618.99,67481104,0.0036,615.39,608.91,601.98,561.8,0.0076,0.0112
2016-10-11,619.24,642.08,618.5,641.07,103590000,0.0357,619.8,610.47,603.06,562.92,0.0086,0.05
2016-10-12,640.87,641.34,635.97,636.19,92370200,-0.0076,623.18,612.33,604.12,564.01,0.0087,0.0386
2016-10-13,636.03,638.83,635.03,636.79,61620700,0.0009,626.58,614.26,605.25,565.06,0.0087,0.0387
2016-10-14,637.01,641.28,637.01,640.38,58144600,0.0056,629.9,616.05,606.5,566.14,0.0088,0.0377
2016-10-15,640.31,642.1,637.39,638.65,39035400,-0.0027,632.69,617.76,607.68,567.25,0.0087,0.0318
2016-10-16,639.08,642.9,638.9,641.63,40298100,0.0047,636.24,619.7,609.12,568.39,0.0087,0.0402
2016-10-17,641.82,642.33,638.66,639.19,58063600,-0.0038,639.13,621.19,610.42,569.5,0.0087,0.0328
2016-10-18,639.41,640.74,636.0,637.96,65546700,-0.0019,638.68,622.7,611.7,570.6,0.0087,-0.0048
2016-10-19,638.13,638.87,628.01,630.52,69381696,-0.0117,637.87,623.93,612.76,571.65,0.009,-0.0088
2016-10-20,630.66,631.92,628.26,630.86,56957300,0.0005,637.03,625.13,613.87,572.7,0.009,-0.0092
2016-10-21,630.83,634.09,630.69,632.83,55951000,0.0031,635.95,626.23,615.08,573.76,0.0082,-0.0118
2016-10-22,633.14,658.2,632.85,657.29,78556496,0.0387,638.61,628.29,616.71,574.92,0.0106,0.0296
2016-10-23,657.62,661.13,653.89,657.07,54474600,-0.0003,640.82,630.49,617.89,576.09,0.0105,0.0246
2016-10-24,657.16,657.25,652.59,653.76,62218200,-0.005,642.9,632.47,618.79,577.25,0.0106,0.0234
2016-10-25,654.0,664.42,653.7,657.59,90378800,0.0059,645.7,634.73,619.81,578.43,0.0105,0.0311
2016-10-26,657.68,679.73,657.68,678.3,88877104,0.0315,652.53,637.86,621.17,579.73,0.0117,0.0743
2016-10-27,678.21,688.59,678.04,688.31,96105296,0.0148,660.74,641.45,622.65,581.06,0.0117,0.0885
2016-10-28,688.0,690.44,684.16,689.65,81145504,0.0019,668.85,644.9,623.91,582.4,0.0117,0.0873
2016-10-29,690.29,720.4,690.05,714.48,134760992,0.036,677.02,649.44,625.75,583.84,0.013,0.0847
2016-10-30,714.12,714.12,696.47,701.86,100665000,-0.0177,683.42,653.49,627.31,585.23,0.0137,0.0674
2016-10-31,702.64,709.29,691.68,700.97,97064400,-0.0013,690.17,657.4,629.2,586.62,0.0137,0.0711
2016-11-01,701.34,736.45,701.34,729.79,130527000,0.0411,700.48,661.62,631.63,588.12,0.0151,0.1064
2016-11-02,730.07,740.83,722.35,740.83,84865200,0.0151,709.41,666.61,634.26,589.67,0.0152,0.09
2016-11-03,742.35,745.77,678.16,688.7,172808000,-0.0704,709.47,669.08,635.82,590.97,0.0206,0.0049
2016-11-04,689.12,706.93,685.56,703.23,99907696,0.0211,711.41,672.07,637.74,592.35,0.0209,0.0241
2016-11-05,703.53,707.51,697.74,703.42,53752300,0.0003,709.83,675.16,639.67,593.69,0.0209,-0.0117
2016-11-06,703.81,714.26,699.56,711.52,59902200,0.0115,711.21,678.48,641.78,595.04,0.0209,0.0175
2016-11-07,710.74,710.74,699.9,703.13,65047100,-0.0118,711.52,681.53,643.65,596.31,0.0211,0.007
2016-11-08,703.09,712.99,702.39,709.85,79660800,0.0096,708.67,684.95,645.66,597.63,0.0211,-0.0246
2016-11-09,709.83,740.05,708.61,723.27,132429000,0.0189,706.16,689.37,647.96,598.99,0.0212,-0.0208
2016-11-10,722.84,723.02,711.21,715.53,68807800,-0.0107,709.99,693.4,650.33,600.28,0.0206,0.0389
2016-11-11,715.55,718.32,714.41,716.41,63119700,0.0012,711.88,697.38,652.73,601.55,0.0205,0.019
2016-11-12,716.75,717.15,704.03,705.05,64622500,-0.0159,712.11,699.65,654.77,602.75,0.0209,0.0029
2016-11-13,705.2,705.26,687.32,702.03,80318096,-0.0043,710.75,701.8,656.76,604.03,0.0209,-0.0129
2016-11-14,702.0,706.28,699.81,705.02,62993000,0.0043,711.02,704.24,658.84,605.31,0.0209,0.0031
2016-11-15,705.79,715.72,705.26,711.62,72038496,0.0094,711.28,706.81,660.92,606.6,0.0209,0.0029
2016-11-16,711.17,747.61,709.04,744.2,141294000,0.0458,714.27,709.95,663.68,608.07,0.0222,0.0298
2016-11-17,744.88,755.65,739.51,740.98,108579000,-0.0043,717.9,712.46,666.4,609.52,0.0222,0.0362
2016-11-18,740.71,752.88,736.89,751.59,87363104,0.0143,722.93,715.4,669.32,611.06,0.0221,0.0492
2016-11-19,751.83,756.24,744.47,751.62,110608000,0.0,729.58,717.17,672.16,612.56,0.0221,0.0651
2016-11-20,751.88,755.48,717.94,731.03,154116000,-0.0274,733.72,718.56,674.5,613.98,0.0229,0.042
2016-11-21,731.27,741.72,730.51,739.25,60802400,0.0112,738.61,720.38,677.07,615.44,0.022,0.049
2016-11-22,739.64,753.87,736.53,751.35,129906000,0.0164,744.29,721.41,679.85,616.9,0.0221,0.056
2016-11-23,751.74,752.25,738.92,744.59,76543800,-0.009,744.34,721.59,682.54,618.33,0.0222,0.0013
2016-11-24,744.62,746.83,733.49,740.29,85919296,-0.0058,744.24,724.05,685.09,619.74,0.0223,-0.0002
2016-11-25,740.44,741.65,734.59,741.65,67807600,0.0018,742.82,725.88,687.67,621.14,0.0217,-0.0127
2016-11-26,741.51,742.21,729.62,735.38,54962700,-0.0085,740.5,727.4,690.03,622.57,0.0217,-0.0212
2016-11-27,735.44,739.02,731.09,732.03,52601800,-0.0046,740.65,728.37,692.29,623.96,0.0217,0.0017
2016-11-28,732.48,738.01,732.48,735.81,61888600,0.0052,740.16,729.93,694.67,625.37,0.0208,-0.0044
2016-11-29,736.33,737.47,734.56,735.6,68511104,-0.0003,737.91,731.16,697.0,626.77,0.0205,-0.0211
2016-11-30,736.28,747.93,736.27,745.69,84070800,0.0137,738.07,732.22,699.1,628.22,0.0206,0.0016
2016-12-01,746.05,758.28,746.05,756.77,80461904,0.0149,740.42,734.19,701.51,629.71,0.0194,0.0223
2016-12-02,757.54,781.3,757.54,777.94,127605000,0.028,745.61,737.12,704.33,631.33,0.0198,0.0484
2016-12-03,778.25,778.25,764.86,771.16,69547296,-0.0087,750.72,740.27,706.95,632.92,0.0146,0.0481
2016-12-04,771.64,773.87,768.16,773.87,60557900,0.0035,756.69,743.69,709.65,634.52,0.0142,0.0562
2016-12-05,773.39,773.47,751.71,758.7,106363000,-0.0196,759.96,746.24,711.99,636.12,0.0148,0.0315
2016-12-06,758.72,765.62,758.72,764.22,116218000,0.0073,764.05,748.75,714.49,637.72,0.0148,0.039
2016-12-07,764.21,771.54,759.75,768.13,96426096,0.0051,767.26,749.89,717.1,639.35,0.0145,0.0304
2016-12-08,768.08,774.7,765.95,770.81,80111904,0.0035,769.26,751.31,719.9,641.0,0.0145,0.019
2016-12-09,769.94,774.53,769.65,772.79,68705296,0.0026,768.53,752.32,722.74,642.65,0.0141,-0.0064
2016-12-10,773.02,777.09,772.91,774.65,53843100,0.0024,769.03,753.42,725.58,644.29,0.0139,0.0048
2016-12-11,774.75,774.8,765.41,769.73,57313400,-0.0063,768.43,755.26,727.83,645.89,0.014,-0.0051
2016-12-12,770.04,781.92,770.04,780.09,76571000,0.0135,771.49,757.2,730.29,647.53,0.0137,0.028
2016-12-13,780.65,788.46,777.96,780.56,81645600,0.0006,773.82,758.59,732.82,649.06,0.0136,0.0213
2016-12-14,780.01,782.03,776.84,781.48,75979000,0.0012,775.73,760.35,735.3,650.32,0.0137,0.0174
2016-12-15,780.07,781.43,777.8,778.09,81580096,-0.0043,776.77,762.15,737.3,651.58,0.0137,0.0095
2016-12-16,778.96,785.03,778.96,784.91,83608200,0.0088,778.5,764.21,739.23,652.83,0.0111,0.0157
2016-12-17,785.17,792.51,784.86,790.83,78989800,0.0075,780.81,766.85,741.25,654.13,0.0111,0.0209
2016-12-18,791.01,794.74,788.03,790.53,60524400,-0.0004,783.78,769.64,742.77,655.4,0.0109,0.0268
2016-12-19,790.69,793.61,790.32,792.71,74886400,0.0028,785.59,772.35,744.59,656.67,0.0109,0.0161
2016-12-20,792.25,801.34,791.5,800.88,99629296,0.0103,788.49,775.45,746.59,657.83,0.0095,0.0258
2016-12-21,800.64,834.28,799.41,834.28,155576000,0.0417,796.03,779.67,748.68,659.14,0.0117,0.0664
2016-12-22,834.18,875.78,834.15,864.54,200027008,0.0363,808.38,784.8,751.15,660.59,0.013,0.107
2016-12-23,864.89,925.12,864.68,921.98,275564000,0.0664,827.96,791.66,755.82,662.27,0.0169,0.1647
2016-12-24,922.18,923.48,886.34,898.82,137727008,-0.0251,843.39,797.74,759.73,663.88,0.0178,0.132
2016-12-25,899.65,899.65,862.42,896.18,143664992,-0.0029,858.49,803.57,763.58,665.45,0.0178,0.1294
2016-12-26,896.91,913.18,896.9,907.61,123771000,0.0128,874.9,810.66,767.51,667.12,0.0176,0.1394
2016-12-27,908.35,940.05,904.26,933.2,167308000,0.0282,893.8,818.7,772.11,668.9,0.0179,0.1573
2016-12-28,934.83,975.92,934.83,975.92,236630000,0.0458,914.04,828.6,777.43,670.74,0.0192,0.1614
2016-12-29,975.12,979.4,954.5,973.5,199320000,-0.0025,929.6,838.25,782.43,672.24,0.0192,0.1226
2016-12-30,972.53,972.53,934.83,961.24,187474000,-0.0126,935.21,847.22,787.35,673.53,0.0196,0.0436
2016-12-31,960.63,963.74,947.24,963.74,99135104,0.0026,944.48,856.23,792.29,674.92,0.0196,0.0713
2017-01-01,963.66,1003.08,958.7,998.33,147775008,0.0359,959.08,867.11,798.16,676.44,0.0199,0.1101
2017-01-02,998.62,1031.39,996.7,1021.75,222184992,0.0235,975.38,878.62,804.55,677.72,0.0198,0.1209
2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000,0.0216,991.19,891.16,811.33,679.19,0.0199,0.1143
2017-01-04,1044.4,1159.42,1044.4,1154.73,344945984,0.1062,1016.73,908.93,820.19,681.18,0.0258,0.1747
2017-01-05,1156.73,1191.1,910.42,1013.38,510199008,-0.1224,1022.43,920.14,825.58,682.43,0.0359,0.0548
2017-01-06,1014.24,1046.81,883.94,902.2,351876000,-0.1097,1014.0,925.72,828.8,683.26,0.0421,-0.0423
2017-01-07,903.49,908.59,823.56,908.59,279550016,0.0071,1006.12,931.33,831.94,684.47,0.0421,-0.0378
2017-01-08,908.17,942.72,887.25,911.2,158715008,0.0029,993.67,937.08,835.13,686.04,0.042,-0.0709
2017-01-09,913.24,913.69,879.81,902.83,141876992,-0.0092,976.68,942.32,838.57,687.44,0.0421,-0.1035
2017-01-10,902.44,914.87,901.06,907.68,115808000,0.0054,957.23,947.41,841.94,688.65,0.0421,-0.1197
2017-01-11,908.11,919.45,762.77,777.76,310928992,-0.1431,903.38,944.71,842.46,689.21,0.0501,-0.3691
2017-01-12,775.18,826.25,755.76,804.83,222326000,0.0348,873.58,941.87,843.67,690.09,0.0505,-0.2119
2017-01-13,803.74,829.0,780.0,823.98,168968000,0.0238,862.41,937.2,845.34,690.93,0.0506,-0.0784
2017-01-14,825.14,835.09,812.46,818.41,93063296,-0.0068,849.53,933.38,846.88,691.79,0.0507,-0.0922
2017-01-15,818.14,823.31,812.87,821.8,71013600,0.0041,836.76,929.83,848.61,692.7,0.0506,-0.091
2017-01-16,821.78,834.53,820.27,831.53,82755200,0.0118,826.57,926.21,850.6,693.49,0.0507,-0.0699
2017-01-17,830.95,910.56,830.8,907.94,155095008,0.0919,826.61,925.01,854.04,694.65,0.0532,0.0166
2017-01-18,909.37,917.5,858.3,886.62,225676992,-0.0235,842.16,920.76,857.06,695.56,0.0535,0.1362
2017-01-19,888.34,904.61,884.34,899.07,105625000,0.014,855.62,917.21,860.13,696.76,0.0535,0.1155
2017-01-20,898.17,899.4,887.01,895.03,86728400,-0.0045,865.77,914.06,862.89,697.82,0.0531,0.0872
2017-01-21,895.55,927.37,895.53,921.79,111158000,0.0299,880.54,912.06,865.77,699.08,0.0529,0.1238
2017-01-22,922.21,937.53,897.56,924.67,116573000,0.0031,895.24,908.55,868.84,700.31,0.0516,0.1228
2017-01-23,925.5,928.27,916.74,921.01,73588600,-0.004,908.02,903.76,871.78,701.72,0.0514,0.107
2017-01-24,910.68,924.15,892.29,892.69,111349000,-0.0308,905.84,896.56,874.46,702.85,0.0517,-0.0156
2017-01-25,891.92,903.25,891.69,901.54,120831000,0.0099,907.97,884.5,877.21,704.1,0.0517,0.0178
2017-01-26,902.4,919.33,902.22,917.59,131958000,0.0178,910.62,879.94,880.2,705.44,0.0515,0.0215
2017-01-27,918.36,923.22,915.85,919.75,125594000,0.0024,914.15,880.78,883.18,706.8,0.0508,0.0284
2017-01-28,919.81,923.91,919.81,921.59,68979600,0.002,914.12,881.4,886.15,708.09,0.0508,0.0005
2017-01-29,922.07,923.42,919.15,919.5,60851700,-0.0023,913.38,881.79,889.05,709.41,0.0508,-0.0049
2017-01-30,920.15,923.05,919.47,920.38,78227296,0.001,913.29,882.63,892.06,710.72,0.0508,0.0
2017-01-31,920.96,972.02,920.96,970.4,164582000,0.0543,924.39,885.61,895.87,712.26,0.0513,0.0851
2017-02-01,970.94,989.11,970.74,989.02,150110000,0.0192,936.89,895.67,900.04,713.9,0.0513,0.0944
2017-02-02,990.0,1013.52,983.22,1011.8,145820992,0.023,950.35,905.53,904.64,715.56,0.0513,0.0996
2017-02-03,1011.46,1033.87,1008.79,1029.91,201278000,0.0179,966.09,915.34,909.68,717.35,0.0474,0.1152
2017-02-04,1031.33,1045.9,1015.16,1042.9,155064000,0.0126,983.42,926.03,914.84,719.2,0.0417,0.1258
2017-02-05,1043.52,1043.63,1022.37,1027.34,114208000,-0.0149,998.82,935.81,919.57,721.0,0.0362,0.1131
2017-02-06,1028.4,1044.64,1028.16,1038.15,111762000,0.0105,1015.65,945.65,924.52,722.87,0.0362,0.1227
2017-02-07,1040.14,1061.93,1040.14,1061.35,146007008,0.0223,1028.64,952.96,929.9,724.92,0.0363,0.0907
2017-02-08,1062.32,1078.97,1037.49,1063.07,201855008,0.0016,1039.22,961.36,935.14,726.96,0.0362,0.0731
2017-02-09,1064.7,1088.99,953.34,994.38,407220000,-0.0646,1036.73,965.9,938.34,728.63,0.0385,-0.0145
2017-02-10,995.63,998.91,946.69,988.67,190452000,-0.0057,1030.84,970.36,940.82,730.3,0.0268,-0.0382
2017-02-11,988.9,1009.29,982.83,1004.45,102261000,0.016,1025.35,974.29,942.47,732.06,0.0263,-0.0348
2017-02-12,1003.52,1004.76,996.92,999.18,67530000,-0.0052,1021.32,977.84,944.48,733.79,0.0263,-0.0252
2017-02-13,998.89,1002.1,976.0,990.64,100607000,-0.0085,1014.54,981.16,946.37,735.47,0.0263,-0.0442
2017-02-14,991.73,1011.51,986.47,1004.55,137946000,0.014,1006.42,986.48,948.31,737.2,0.0263,-0.0525
2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400,0.0029,998.48,991.53,949.79,738.97,0.0263,-0.0512
2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000,0.0198,1003.2,996.76,950.82,740.98,0.021,0.0332
2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000,0.0183,1011.42,1002.78,952.28,743.18,0.0205,0.0572
2017-02-18,1049.21,1061.1,1046.96,1054.42,99073504,0.0078,1018.56,1009.11,954.14,745.71,0.0204,0.0491
2017-02-19,1054.76,1056.81,1043.46,1047.87,77423296,-0.0062,1025.52,1015.22,955.82,748.12,0.0205,0.0481
2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000,0.0306,1038.28,1022.82,957.46,750.63,0.0205,0.0873
2017-02-21,1079.28,1117.25,1076.93,1115.3,186868992,0.0327,1054.1,1029.72,959.33,753.33,0.0211,0.106
2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000,0.0019,1069.81,1035.84,960.8,755.98,0.021,0.105
2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000,0.0441,1089.71,1043.21,961.04,758.85,0.0209,0.1293
2017-02-24,1172.71,1200.39,1131.96,1173.68,330759008,0.006,1107.92,1050.06,964.25,761.76,0.0209,0.117
2017-02-25,1170.41,1174.85,1124.59,1143.84,139960992,-0.0254,1120.69,1054.87,969.08,764.54,0.0217,0.0837
2017-02-26,1144.27,1167.47,1130.2,1165.2,116486000,0.0187,1137.45,1061.43,974.21,767.41,0.0218,0.1086
2017-02-27,1163.78,1181.98,1163.38,1179.97,131570000,0.0127,1151.74,1068.18,979.59,770.36,0.0218,0.0906
2017-02-28,1180.72,1193.25,1171.82,1179.97,184956000,0.0,1160.97,1073.83,985.13,773.32,0.0217,0.0579
2017-03-01,1180.04,1222.5,1179.69,1222.5,229056992,0.036,1175.98,1081.42,991.43,776.51,0.0223,0.092
2017-03-02,1224.68,1262.13,1215.62,1251.01,368275008,0.0233,1188.02,1093.64,1000.89,779.91,0.0208,0.0713
2017-03-03,1250.71,1280.31,1250.71,1274.99,315739008,0.0192,1202.5,1107.28,1010.29,783.45,0.0208,0.0845
2017-03-04,1277.43,1279.4,1230.51,1255.15,183270000,-0.0156,1218.4,1119.22,1018.92,786.84,0.0211,0.0943
2017-03-05,1254.29,1267.29,1238.06,1267.12,134127000,0.0095,1232.96,1131.98,1027.89,790.31,0.021,0.0852
2017-03-06,1267.47,1276.0,1264.6,1272.83,153656992,0.0045,1246.22,1145.41,1036.91,793.8,0.0209,0.077
2017-03-07,1273.21,1275.55,1204.8,1223.54,291256000,-0.0387,1252.45,1155.84,1044.75,797.04,0.0222,0.0383
2017-03-08,1223.23,1232.16,1148.08,1150.0,332603008,-0.0601,1242.09,1162.63,1049.59,799.88,0.0253,-0.0579
2017-03-09,1150.35,1197.46,1141.23,1188.49,212283008,0.0335,1233.16,1170.3,1055.63,802.92,0.0256,-0.0477
2017-03-10,1189.36,1270.47,1077.25,1116.72,563795968,-0.0604,1210.55,1173.65,1059.98,805.57,0.0282,-0.1273
2017-03-11,1116.32,1193.83,1116.32,1175.83,283320000,0.0529,1199.22,1179.44,1065.6,808.53,0.0267,-0.0588
2017-03-12,1176.62,1226.98,1175.36,1221.38,227176000,0.0387,1192.68,1187.7,1071.59,811.74,0.0273,-0.0296
2017-03-13,1221.78,1237.37,1217.03,1231.92,380276992,0.0086,1186.84,1194.93,1077.74,815.01,0.0273,-0.0254
2017-03-14,1232.16,1244.81,1220.72,1240.0,245306000,0.0066,1189.19,1200.87,1084.12,818.31,0.0272,0.0198
2017-03-15,1240.16,1251.61,1239.75,1249.61,297804992,0.0077,1203.42,1207.17,1091.26,821.71,0.027,0.0877
2017-03-16,1251.33,1257.98,1152.44,1187.81,638568000,-0.0495,1203.32,1208.17,1096.98,824.78,0.0289,0.0048
2017-03-17,1180.16,1180.16,1099.57,1100.23,706598976,-0.0737,1200.97,1204.67,1100.63,827.41,0.0324,-0.0086
2017-03-18,1099.69,1114.07,957.66,973.82,621302016,-0.1149,1172.11,1196.58,1101.72,829.39,0.0388,-0.1764
2017-03-19,976.73,1069.91,976.73,1036.74,406648000,0.0646,1145.73,1190.46,1104.02,831.69,0.0404,-0.1505
2017-03-20,1037.24,1063.03,1036.68,1054.23,286529984,0.0169,1120.35,1184.47,1106.71,834.1,0.0405,-0.1423
2017-03-21,1055.36,1122.43,1055.36,1120.54,337391008,0.0629,1103.28,1181.64,1110.72,836.83,0.0421,-0.086
2017-03-22,1120.65,1120.65,1014.21,1049.14,380840992,-0.0637,1074.64,1173.39,1112.29,839.08,0.0434,-0.1574
2017-03-23,1050.05,1058.01,1028.93,1038.59,248540000,-0.0101,1053.33,1163.27,1113.28,841.23,0.043,-0.118
2017-03-24,1038.45,1040.47,934.36,937.52,491038016,-0.0973,1030.08,1147.2,1111.8,842.89,0.0464,-0.1416
2017-03-25,936.54,975.76,903.71,972.78,435803008,0.0376,1029.93,1133.75,1110.65,844.7,0.0462,0.0109
2017-03-26,974.02,1007.96,954.19,966.72,303668000,-0.0062,1019.93,1119.45,1109.13,846.46,0.0462,-0.0599
2017-03-27,972.05,1046.4,971.98,1045.77,372535008,0.0818,1018.72,1108.64,1109.5,848.56,0.0486,0.005
2017-03-28,1044.58,1064.65,1027.73,1047.15,326332000,0.0013,1008.24,1100.24,1109.68,850.68,0.0485,-0.0566
2017-03-29,1046.08,1055.13,1015.88,1039.97,298457984,-0.0069,1006.93,1095.0,1109.25,852.76,0.0484,0.0002
2017-03-30,1042.21,1049.29,1020.04,1026.43,352968992,-0.013,1005.19,1087.28,1108.52,854.86,0.0484,-0.0027
2017-03-31,1026.64,1074.92,1026.64,1071.79,447287008,0.0442,1024.37,1085.14,1110.07,857.18,0.0487,0.1388
2017-04-01,1071.71,1091.72,1061.09,1080.5,289633984,0.0081,1039.76,1080.6,1111.9,859.53,0.0485,0.1093
2017-04-02,1080.61,1107.59,1075.45,1102.17,514187008,0.0201,1059.11,1074.93,1113.86,861.99,0.0485,0.1356
2017-04-03,1102.95,1151.74,1102.95,1143.81,580444032,0.0378,1073.12,1070.73,1116.75,864.68,0.049,0.0916
2017-04-04,1145.52,1156.44,1120.52,1133.25,436310016,-0.0092,1085.42,1065.65,1119.6,867.31,0.049,0.081
2017-04-05,1134.14,1135.09,1113.63,1124.78,414784000,-0.0075,1097.53,1059.7,1122.01,869.9,0.049,0.0804
2017-04-06,1125.81,1188.37,1125.81,1182.68,511222016,0.0515,1119.85,1059.46,1125.51,872.76,0.0495,0.1449
2017-04-07,1178.94,1186.58,1163.39,1176.9,317022016,-0.0049,1134.87,1063.11,1128.5,875.6,0.0482,0.0958
2017-04-08,1172.65,1184.98,1162.58,1175.95,209312000,-0.0008,1148.51,1072.73,1131.1,878.44,0.0478,0.0869
2017-04-09,1176.57,1197.21,1171.86,1187.87,242343008,0.0101,1160.75,1079.93,1133.76,881.39,0.0464,0.077
2017-04-10,1187.3,1190.34,1179.04,1187.13,215883008,-0.0006,1166.94,1086.26,1136.55,884.35,0.0454,0.0386
2017-04-11,1187.46,1208.07,1187.46,1205.01,216182000,0.0151,1177.19,1090.28,1139.05,887.36,0.045,0.0629
2017-04-12,1204.81,1207.14,1196.76,1200.37,288702016,-0.0039,1187.99,1097.48,1140.75,890.35,0.045,0.0665
2017-04-13,1201.02,1205.89,1156.44,1169.28,351968992,-0.0259,1186.07,1103.71,1141.79,893.19,0.0452,-0.0109
2017-04-14,1170.33,1190.8,1159.79,1167.54,254827008,-0.0015,1184.74,1114.66,1141.8,895.99,0.0452,-0.0075
2017-04-15,1167.3,1188.0,1164.96,1172.52,203559008,0.0043,1184.25,1124.17,1141.78,898.82,0.0442,-0.0024
2017-04-16,1172.61,1187.22,1172.61,1182.94,183231008,0.0089,1183.54,1134.47,1142.56,901.71,0.042,-0.0036
2017-04-17,1183.25,1194.9,1172.65,1193.91,253206000,0.0093,1184.51,1141.52,1143.14,904.65,0.0355,0.0062
2017-04-18,1193.77,1217.57,1193.77,1211.67,270524000,0.0149,1185.46,1149.36,1143.77,907.66,0.0339,0.0061
2017-04-19,1212.13,1215.51,1205.08,1210.29,288060992,-0.0011,1186.88,1157.47,1144.38,910.64,0.0339,0.0088
2017-04-20,1211.08,1240.79,1208.41,1229.08,315108000,0.0155,1195.42,1167.12,1144.51,913.73,0.0321,0.0502
2017-04-21,1229.42,1235.94,1215.56,1222.05,272167008,-0.0057,1203.21,1174.27,1143.93,916.78,0.0296,0.046
2017-04-22,1222.71,1235.56,1208.47,1231.71,249320000,0.0079,1211.66,1181.47,1143.06,919.89,0.0294,0.0496
2017-04-23,1231.92,1232.2,1203.94,1207.21,258951008,-0.0199,1215.13,1186.47,1142.11,922.86,0.0227,0.0208
2017-04-24,1209.63,1250.94,1209.63,1250.15,235806000,0.0356,1223.17,1191.54,1141.77,926.05,0.0226,0.0471
2017-04-25,1250.45,1267.58,1249.97,1265.49,242556000,0.0123,1230.85,1197.83,1141.62,929.29,0.0224,0.0445
2017-04-26,1265.99,1294.83,1265.93,1281.08,329631008,0.0123,1240.97,1205.28,1142.77,932.6,0.0178,0.058
2017-04-27,1281.88,1319.7,1281.3,1317.73,449196992,0.0286,1253.63,1211.71,1146.13,936.11,0.0182,0.0711
2017-04-28,1317.74,1331.28,1292.37,1316.48,527488992,-0.0009,1267.12,1218.36,1148.68,939.59,0.018,0.0758
2017-04-29,1317.84,1327.2,1315.21,1321.79,422705984,0.004,1279.99,1225.3,1152.79,943.0,0.0176,0.072
2017-04-30,1321.87,1347.91,1314.92,1347.89,413115008,0.0197,1300.09,1232.92,1156.23,946.56,0.0164,0.1116
2017-05-01,1348.3,1434.32,1348.3,1421.6,713624000,0.0547,1324.58,1244.09,1160.23,950.48,0.0185,0.1307
2017-05-02,1421.03,1473.9,1415.69,1452.82,477337984,0.022,1351.34,1255.89,1164.65,954.54,0.0186,0.1404
2017-05-03,1453.78,1492.77,1447.49,1490.09,583795968,0.0257,1381.2,1269.68,1169.65,958.8,0.0181,0.1537
2017-05-04,1490.72,1608.91,1490.72,1537.67,933548992,0.0319,1412.62,1287.22,1175.41,963.28,0.0182,0.1571
2017-05-05,1540.87,1618.03,1530.31,1555.45,946035968,0.0116,1446.76,1305.7,1182.77,967.86,0.0179,0.1696
2017-05-06,1556.81,1578.8,1542.5,1578.8,582529984,0.015,1483.47,1325.04,1192.34,972.57,0.0162,0.1806
2017-05-07,1579.47,1596.72,1559.76,1596.71,1080029952,0.0113,1519.02,1344.75,1204.79,977.4,0.016,0.1721
2017-05-08,1596.92,1723.35,1596.92,1723.35,1340320000,0.0793,1562.13,1369.96,1218.53,982.86,0.0202,0.1968
2017-05-09,1723.89,1833.49,1716.3,1755.36,1167920000,0.0186,1605.35,1395.85,1232.55,988.47,0.0202,0.1934
2017-05-10,1756.52,1788.44,1719.1,1787.13,915723008,0.0181,1647.78,1423.32,1245.88,994.12,0.02,0.1858
2017-05-11,1780.37,1873.93,1755.35,1848.57,799489984,0.0344,1692.2,1452.82,1261.87,1000.08,0.0204,0.1883
2017-05-12,1845.76,1856.15,1694.01,1724.24,740984000,-0.0673,1716.31,1476.73,1275.58,1005.43,0.0251,0.1095
2017-05-13,1723.12,1812.99,1651.08,1804.91,579635008,0.0468,1748.61,1504.02,1292.93,1011.17,0.0248,0.1412
2017-05-14,1800.86,1831.42,1776.62,1808.91,437196000,0.0022,1778.92,1532.68,1309.65,1016.82,0.0247,0.1321
2017-05-15,1808.44,1812.8,1708.54,1738.43,731529024,-0.039,1781.08,1555.93,1325.09,1022.07,0.0265,0.0138
2017-05-16,1741.7,1785.94,1686.54,1734.45,959044992,-0.0023,1778.09,1578.26,1338.86,1027.3,0.0267,-0.007
2017-05-17,1726.73,1864.05,1661.91,1839.09,1064729984,0.0603,1785.51,1604.83,1354.7,1032.92,0.028,0.0352
