Date,Open,High,Low,Close,Volume,Return,MA7,MA21,MA50,MA200,Volatility30,Momentum7
2014-09-17,465.864013671875,468.1740112304687,452.4219970703125,457.3340148925781,21056800,,,,,,,
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200,-0.07192557601231186,,,,,,
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,-0.06984264508683824,,,,,,
2014-09-20,394.6730041503906,423.2959899902344,389.8829956054687,408.9039916992187,36863600,0.03573491642945337,,,,,,
2014-09-21,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,-0.02465854454739258,,,,,,
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.008352101649706567,,,,,,
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.08364741783421215,417.4625723702567,,,,,
2014-09-24,435.7510070800781,436.1119995117187,421.1319885253906,423.2049865722656,30627700,-0.028880814347395978,412.58699689592635,,,,,-0.06757314408056658
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,-0.027483091679796234,410.7489972795759,,,,,-0.023130659748050952
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929687,21460800,-0.017369943788795084,412.1245683942522,,,,,0.029342041549992204
2014-09-27,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,-0.012128327693262553,410.78399658203125,,,,,-0.018521202572723716
2014-09-28,399.4710083007813,401.0169982910156,374.3320007324219,377.1809997558594,23613300,-0.055914572166871124,407.69256591796875,,,,,-0.04977723019220226
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,-0.00454420890480145,403.8804234095982,,,,,-0.06267354074671028
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0.030567238732558177,396.90228271484375,,,,,-0.11575371984836424
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,-0.008603337970520819,391.24656895228793,,,,,-0.09547624347148909
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,-0.0222697222086099,386.03199550083707,,,,,-0.09026287400030275
2014-10-03,375.1809997558594,377.6950073242187,357.8590087890625,359.5119934082031,30901200,-0.04148536263261304,379.6158534458705,,,,,-0.11437829284412071
2014-10-04,359.8919982910156,364.4869995117187,325.885986328125,328.8659973144531,47236500,-0.08524332054467354,369.52242606026783,,,,,-0.1874932856955317
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,-0.025408487399317115,361.4265703473772,,,,,-0.1569872009279777
2014-10-06,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800,0.02985554258083245,354.9425702776228,,,,,-0.12258744944234379
2014-10-07,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,0.018504665621736027,347.6915719168527,387.3521423339844,,,,-0.13465002255316594
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.04983235561959076,343.30943080357144,382.38099888392856,,,,-0.07621432896305436
2014-10-09,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.03424377642532228,341.8742893763951,379.551760718936,,,,-0.019700830329122176
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,-0.009489705523839986,342.16714913504467,377.9691903250558,,,,0.01229482677965088
2014-10-11,361.3619995117187,367.1910095214844,355.95098876953125,362.2990112304687,13345200,0.002038376510339779,346.9432939801897,375.7499055408296,,,,0.0995765238346642
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304687,17552800,0.04485245473017008,355.23457990373885,374.7845720563616,,,,0.1698374659641514
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.03134333965318792,363.85386439732144,374.22561936151413,,,,0.17132526303650686
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.026781810112118443,373.0942905970982,372.5627150762649,,,,0.17960240752688927
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,-0.015209381938149025,379.0704345703125,371.2088114420573,,,,0.11456066996914949
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242187,382.5559997558594,26990000,-0.030946924386216934,381.57472011021207,369.8270016624814,,,,0.04936996915761027
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054687,13600700,0.0031420128043382345,384.7455749511718,368.84285917736236,,,0.03914806779486881,0.06200168748578849
2014-10-18,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,11416800,0.02002301076852442,388.90885707310264,368.4581923711868,,,0.03728975034982868,0.07998632174397313
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,-0.004843619645193642,390.47985403878346,369.04700142996654,,,0.03503313477346345,0.030290247368609413
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,-0.01720204787552615,389.3985682896205,369.3983343215216,,,0.034508109496441716,-0.018255140160104655
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0.009481656731152865,387.3421412876674,369.3760012672061,,,0.03428424075255606,-0.03555529354107023
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,11641300,-0.00858274545359361,385.682852608817,369.354239327567,,,0.03427324431904267,-0.028928657056514817
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,-0.06457126822962156,382.2344229561942,368.56114414760043,,,0.03226830677505308,-0.06255300089991944
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,-0.0002008581299606238,378.603995186942,368.50557309105284,,,0.03199019773133193,-0.0658958718342183
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,-0.03090319409850706,372.2938537597656,369.3820016043527,,,0.0320789524527026,-0.11682207670124978
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,0.02140407347467921,367.3164280482701,371.01028733026413,,,0.03234925249482392,-0.09057438358137693
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,-0.004835006905739236,363.05128696986606,372.1012398856027,,,0.03231227220836698,-0.07820734261159001
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,0.013113716357861849,358.9288591657366,373.1217636835007,,,0.030885189531484485,-0.07457528298488103
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,-0.061593676352636795,352.1335754394531,372.29562087286087,,,0.03278912633683508,-0.12758621388392422
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,0.02894591678226255,350.2604326520647,371.35652523949034,,,0.03273282712981073,-0.03406902887204011
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,-0.020225535163465924,347.39986310686385,370.24981108165923,,,0.03286674070118573,-0.05409370590554541
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,-0.037160037210550945,344.3252912248884,368.5093340192522,,,0.03326764296267895,-0.060350549017589294
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,0.00043900479879277476,340.20928955078125,366.0018572126116,,,0.032517070177492544,-0.08131561769347573
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500,0.005099810100901436,336.5757141113281,363.0085231236049,,,0.028555648768300676,-0.07138080068683506
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500,0.008969571209719529,332.7005702427455,359.65719023204986,,,0.028177162337634256,-0.07552494583497738
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200,0.02721393533736638,333.25699724469865,357.02447509765625,372.76684020996095,,0.02808919578589348,0.0132826658550258
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000,0.02887900040604885,333.8262852260045,355.4403802780878,370.6059600830078,,0.02837047858279794,0.0132157494788121
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200,-0.019682784596788183,334.411141531808,353.47166660853793,368.9654602050781,,0.02711190674016212,0.013758500045489841
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470,0.008974484091493373,337.2310006277902,351.2833818708147,367.9793005371094,,0.026372936227638307,0.05989302134753416
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600,0.0514518612438124,342.56985909598217,350.03185889834447,367.0665008544922,,0.028030557220372166,0.11090587779255379
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304687,30450100,0.01007532699594682,348.1941484723772,349.27371651785717,366.4285607910156,,0.02808372818780434,0.11588139468759917
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.6950073242187,15838900,0.0021012418652148757,353.5088631766183,348.37943086170014,365.7394207763672,,0.02682831544874276,0.10901306534309452
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,45783200,0.15193569725354683,365.5195792061942,350.30338396344865,365.4948211669922,,0.03834470115927047,0.23373482725927497
2014-11-13,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,58945000,-0.00667204784236497,375.7260044642857,353.27090744745163,365.44542114257814,,0.03812717658423716,0.19818377901086115
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200,-0.05446894835320326,383.6407165527344,355.15057373046875,365.1703009033203,,0.039400915752628336,0.16339761525444607
2014-11-15,399.6499938964844,405.5280151367187,371.0079956054687,376.1329956054687,15727500,-0.05450984603818754,388.01857212611606,356.5249546595982,364.6044610595703,,0.04028423148850914,0.09991328512476516
2014-11-16,374.7300109863281,390.7990112304687,374.60198974609375,387.8819885253906,11905600,0.03123627295980591,391.5354265485491,358.1048583984375,364.3717010498047,,0.04067975101089649,0.07969769684075867
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800,-0.0012220186486088247,394.46170915876115,359.74385724748885,364.57624084472656,,0.04052413212737044,0.06840035119620302
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,32222500,-0.031517139000605376,395.53356497628346,360.58099946521577,364.57086059570315,,0.040934176667257134,0.03478197033038277
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,18931800,0.014277780416720232,389.3898489815848,362.7221418108259,364.4430804443359,,0.04089386790662808,-0.10287594650644383
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200,-0.059689129758029535,380.4048505510603,363.31904674711683,363.9275805664063,,0.042300581473833025,-0.1558930284221084
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100,-0.019539471456759827,373.6948503766741,363.91556948707216,363.4431005859375,,0.04240900445041355,-0.12096355152566496
2014-11-22,351.60400390625,364.8410034179687,350.87799072265625,352.9200134277344,15273000,0.005905752724699953,370.3787100655692,365.20942760649183,363.31126098632814,,0.040747970825130445,-0.06054795276277747
