Modell,Silhouette,CalinskiHarabasz,DaviesBouldin
KMeans,0.3108672362724864,2107.973712471451,1.1536718696065724
MiniBatchKMeans,0.30993832157714085,2106.556252838888,1.1596353270991442
GMM,0.0842156263525907,1133.8763637299655,2.670588019964873
VBGMM,0.10901206389042295,1228.0720567175103,2.478731107431369
Spectral,0.5775765187999979,17.80881063176341,0.5711093173897444
